cur_bw_cam;cur_bw_hr;cur_bw_dht;cur_delay_cam;cur_delay_hr;cur_delay_dht;action;reward;next_bw_cam;next_bw_hr;next_bw_dht;next_delay_cam;next_delay_hr;next_delay_dht;next_prio_cam;next_prio_hr;next_prio_dht;next_pkt_cam;next_pkt_hr;next_pkt_dht;done
2.613.224;3.927.528;2.586.936;5.0;2.0;5.0;1;29.864;2.613.224;3.927.528;2.586.936;14.722.889.489.765.300;0.8212721512194145;2.445.705.929.249.390;1;2;0;318;479;315;FALSE
2.613.224;3.927.528;2.586.936;5.0;2.0;5.0;2;29.801;2.613.224;3.927.528;2.586.936;18.660.486.630.059.100;1.399.403.040.441.360;21.867.278.976.944.300;0;1;2;318;479;315;FALSE
2.613.224;3.927.528;2.586.936;5.0;2.0;5.0;3;29.662;2.613.224;3.927.528;2.586.936;13.612.403.499.936.100;28.801.664.583.674.500;2.243.811.262.651.540;1;1;1;318;479;315;FALSE
418.072;598.296;4.176.048;5.0;2.0;5.0;0;29.653;418.072;598.296;4.176.048;16.384.951.698.574.500;26.944.286.470.868.200;4.473.748.878.962.840;2;1;0;510;730;509;FALSE
418.072;598.296;4.176.048;5.0;2.0;5.0;1;29.669;418.072;598.296;4.176.048;2.179.865.541.487.350;2.484.771.933.434.260;38.968.063.842.452.200;1;2;0;510;730;509;FALSE
418.072;598.296;4.176.048;5.0;2.0;5.0;2;29.666;418.072;598.296;4.176.048;21.152.656.606.486.900;2.858.872.672.896.390;0.5848572134355132;0;1;2;510;730;509;FALSE
418.072;598.296;4.176.048;5.0;2.0;5.0;3;2.978;418.072;598.296;4.176.048;2.343.612.992.795.270;1.559.226.983.385.690;17.699.698.416.593.200;1;1;1;510;730;509;FALSE
3.948.872;5.508.424;3.877.192;5.0;2.0;5.0;0;29.716;3.948.872;5.508.424;3.877.192;2.317.832.129.362.510;2.076.258.924.713.880;3.051.589.364.606.440;2;1;0;482;672;473;FALSE
3.948.872;5.508.424;3.877.192;5.0;2.0;5.0;1;2.984;3.948.872;5.508.424;3.877.192;13.613.890.986.645.100;0.8759729362701274;4.486.443.789.356.850;1;2;0;482;672;473;FALSE
3.948.872;5.508.424;3.877.192;5.0;2.0;5.0;2;2.973;3.948.872;5.508.424;3.877.192;1.901.072.342.904.470;2.111.614.411.088.040;21.178.947.279.076.700;0;1;2;482;672;473;FALSE
3.948.872;5.508.424;3.877.192;5.0;2.0;5.0;3;29.685;3.948.872;5.508.424;3.877.192;115.941.621.689.532;28.021.201.229.582.000;116.454.575.608.019;1;1;1;482;672;473;FALSE
3.597.976;5.830.296;3.525.768;5.0;2.0;5.0;0;29.774;3.597.976;5.830.296;3.525.768;15.638.257.107.028.200;15.736.150.546.589.100;3.747.230.873.504.100;2;1;0;439;711;430;FALSE
3.597.976;5.830.296;3.525.768;5.0;2.0;5.0;1;2.969;3.597.976;5.830.296;3.525.768;18.087.401.308.973.800;23.794.608.617.097.700;35.491.330.865.785.400;1;2;0;439;711;430;FALSE
3.597.976;5.830.296;3.525.768;5.0;2.0;5.0;2;29.743;3.597.976;5.830.296;3.525.768;15.383.089.548.792.600;2.183.866.618.231.110;0.7887022993824211;0;1;2;439;711;430;FALSE
3.597.976;5.830.296;3.525.768;5.0;2.0;5.0;3;2.974;3.597.976;5.830.296;3.525.768;14.526.635.608.993.800;20.193.452.708.187.700;28.897.388.315.079.300;1;1;1;439;711;430;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;0;29.766;2.910.392;3.965.624;2.771.928;12.157.085.670.727.800;16.681.237.377.593.800;4.320.417.683.127.590;2;1;0;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;1;29.695;2.910.392;3.965.624;2.771.928;2.380.962.677.876.440;22.840.019.412.368.300;29.226.779.650.098.100;1;2;0;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;2;29.755;2.910.392;3.965.624;2.771.928;3.341.466.498.633.160;15.930.206.002.154.700;19.260.618.652.286.200;0;1;2;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;3;29.633;2.910.392;3.965.624;2.771.928;22.571.886.976.334.200;2.969.487.783.874.600;24.791.127.129.795.500;1;1;1;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;0;29.728;2.910.392;3.965.624;2.771.928;21.032.944.975.781.700;19.337.635.977.819.600;36.101.983.816.674.500;2;1;0;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;1;29.773;2.910.392;3.965.624;2.771.928;14.846.492.913.610.600;16.340.050.808.573.500;3.440.007.381.269.890;1;2;0;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;2;29.658;2.910.392;3.965.624;2.771.928;1.496.289.158.627.740;3.064.621.350.398.660;0.5654029477421203;0;1;2;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;3;29.699;2.910.392;3.965.624;2.771.928;14.461.448.740.227.900;2.575.098.404.996.720;14.740.126.530.593.600;1;1;1;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;0;29.622;2.910.392;3.965.624;2.771.928;16.256.666.278.906.700;3.034.453.603.512.610;4.230.146.292.928.390;2;1;0;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;1;29.679;2.910.392;3.965.624;2.771.928;28.631.756.352.894.700;2.291.923.076.554.280;34.327.771.907.699.100;1;2;0;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;2;29.764;2.910.392;3.965.624;2.771.928;23.007.928.946.637.500;17.604.804.487.350.200;14.352.158.649.809.700;0;1;2;355;484;338;FALSE
2.910.392;3.965.624;2.771.928;5.0;2.0;5.0;3;29.674;2.910.392;3.965.624;2.771.928;13.152.057.195.404.700;27.092.653.471.023.600;28.306.951.392.922.200;1;1;1;355;484;338;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;0;29.795;2.278.464;3.174.976;2.311.232;0.8096352497365398;15.246.226.306.383.700;36.036.077.421.258.000;2;1;0;278;387;282;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;1;29.709;2.278.464;3.174.976;2.311.232;16.435.866.687.764.700;23.088.778.481.178.500;27.171.830.190.363.500;1;2;0;278;387;282;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;2;29.745;2.278.464;3.174.976;2.311.232;26.190.604.136.383.300;18.728.121.780.548.800;15.430.636.275.979.000;0;1;2;278;387;282;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;3;29.755;2.278.464;3.174.976;2.311.232;22.970.810.341.364.900;17.289.131.184.042.300;26.048.677.596.139.600;1;1;1;278;387;282;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;0;29.717;2.278.464;3.174.976;2.311.232;0.5812826543557295;23.476.066.689.476.600;367.806.565.280.793;2;1;0;278;387;282;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;1;29.778;2.278.464;3.174.976;2.311.232;29.691.317.713.493.300;12.846.491.776.751.700;344.548.016.910.972;1;2;0;278;387;282;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;2;2.974;2.278.464;3.174.976;2.311.232;31.579.682.119.170.300;17.134.281.326.733.400;2.525.255.424.780.620;0;1;2;278;387;282;FALSE
2.278.464;3.174.976;2.311.232;5.0;2.0;5.0;3;29.682;2.278.464;3.174.976;2.311.232;2.601.547.623.782.320;2.524.161.950.256.860;13.281.596.104.250.200;1;1;1;278;387;282;FALSE
4.120.712;5.993.608;4.109.448;5.0;2.0;5.0;0;29.626;4.120.712;5.993.608;4.109.448;10.281.697.139.150.300;3.136.524.537.495.830;39.316.383.594.578.500;2;1;0;503;731;501;FALSE
4.120.712;5.993.608;4.109.448;5.0;2.0;5.0;1;29.873;4.120.712;5.993.608;4.109.448;13.250.350.505.026.000;0.6879970659830641;31.736.344.931.099.500;1;2;0;503;731;501;FALSE
4.120.712;5.993.608;4.109.448;5.0;2.0;5.0;2;29.814;4.120.712;5.993.608;4.109.448;2.273.643.330.778.860;13.103.467.888.403.900;0.9847001476051951;0;1;2;503;731;501;FALSE
4.120.712;5.993.608;4.109.448;5.0;2.0;5.0;3;29.771;4.120.712;5.993.608;4.109.448;19.617.992.537.424.600;16.803.579.784.257.000;2.218.425.148.271.960;1;1;1;503;731;501;FALSE
3.477.752;5.249.872;3.265.784;5.0;2.0;5.0;0;2.968;3.477.752;5.249.872;3.265.784;2.301.765.420.685.970;23.972.161.498.220.400;33.943.061.813.675.400;2;1;0;424;640;398;FALSE
3.477.752;5.249.872;3.265.784;5.0;2.0;5.0;1;29.813;3.477.752;5.249.872;3.265.784;28.930.565.304.340.000;0.8729079731463447;4.226.375.362.638.190;1;2;0;424;640;398;FALSE
3.477.752;5.249.872;3.265.784;5.0;2.0;5.0;2;29.662;3.477.752;5.249.872;3.265.784;19.089.909.107.341.400;2.772.943.166.879.800;2.287.880.330.350.630;0;1;2;424;640;398;FALSE
3.477.752;5.249.872;3.265.784;5.0;2.0;5.0;3;29.616;3.477.752;5.249.872;3.265.784;29.537.558.293.836.500;30.850.012.963.778.500;16.246.578.131.674.800;1;1;1;424;640;398;FALSE
3.985.832;5.731.704;3.513.928;5.0;2.0;5.0;0;2.961;3.985.832;5.731.704;3.513.928;1.142.278.811.164.030;33.632.537.993.265.900;3.118.381.615.549.640;2;1;0;486;699;428;FALSE
3.985.832;5.731.704;3.513.928;5.0;2.0;5.0;1;29.733;3.985.832;5.731.704;3.513.928;27.316.547.323.010.600;17.457.912.930.739.400;3.794.810.057.767.180;1;2;0;486;699;428;FALSE
3.985.832;5.731.704;3.513.928;5.0;2.0;5.0;2;29.755;3.985.832;5.731.704;3.513.928;20.687.069.082.299.200;18.885.075.611.547.800;14.771.699.017.368.900;0;1;2;486;699;428;FALSE
3.985.832;5.731.704;3.513.928;5.0;2.0;5.0;3;2.974;3.985.832;5.731.704;3.513.928;12.277.233.441.558.500;2.075.599.047.613.710;2.819.727.760.937.440;1;1;1;486;699;428;FALSE
3.052.104;4.378.232;373.592;5.0;2.0;5.0;0;29.619;3.052.104;4.378.232;373.592;0.9250378766649163;3.258.660.057.587.710;37.064.168.488.210.500;2;1;0;372;534;456;FALSE
3.052.104;4.378.232;373.592;5.0;2.0;5.0;1;29.817;3.052.104;4.378.232;373.592;2.311.850.249.898.210;0.9237215169448882;4.400.038.144.171.460;1;2;0;372;534;456;FALSE
3.052.104;4.378.232;373.592;5.0;2.0;5.0;2;29.708;3.052.104;4.378.232;373.592;1.477.851.495.224.510;24.039.952.482.645.800;22.116.190.248.755.700;0;1;2;372;534;456;FALSE
3.052.104;4.378.232;373.592;5.0;2.0;5.0;3;29.781;3.052.104;4.378.232;373.592;2.051.296.476.042.850;14.758.575.210.993.100;308.652.441.861.396;1;1;1;372;534;456;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;0;29.774;4.159.424;5.848.512;39.574;11.406.706.543.223.600;17.497.512.373.666.900;277.475.987.906.087;2;1;0;507;713;483;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;1;29.813;4.159.424;5.848.512;39.574;29.839.178.398.862.600;0.9471099658127897;32.308.283.931.999.000;1;2;0;507;713;483;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;2;29.642;4.159.424;5.848.512;39.574;15.998.201.865.090.500;3.016.209.155.518.210;23.988.304.026.403.500;0;1;2;507;713;483;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;3;29.715;4.159.424;5.848.512;39.574;254.302.865.220.793;2.175.705.851.186.060;16.699.805.770.645.900;1;1;1;507;713;483;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;0;29.681;4.159.424;5.848.512;39.574;17.529.594.610.883.900;2.381.881.043.833.780;455.338.923.668.546;2;1;0;507;713;483;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;1;2.972;4.159.424;5.848.512;39.574;22.216.059.331.145.500;20.833.921.984.242.300;2.674.678.867.709.650;1;2;0;507;713;483;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;2;29.636;4.159.424;5.848.512;39.574;22.794.322.671.850.200;30.813.710.409.965.700;1.032.884.167.932.050;0;1;2;507;713;483;FALSE
4.159.424;5.848.512;39.574;5.0;2.0;5.0;3;29.615;4.159.424;5.848.512;39.574;2.953.762.524.857.820;29.838.448.304.825.500;27.062.371.964.977.400;1;1;1;507;713;483;FALSE
3.637.088;5.065.056;3.774.816;5.0;2.0;5.0;0;29.699;3.637.088;5.065.056;3.774.816;24.389.532.527.915.200;212.849.296.779.186;3.986.592.268.964.500;2;1;0;443;618;460;FALSE
3.637.088;5.065.056;3.774.816;5.0;2.0;5.0;1;29.831;3.637.088;5.065.056;3.774.816;28.684.237.529.513.700;0.7897618202986232;3.286.306.328.035.470;1;2;0;443;618;460;FALSE
3.637.088;5.065.056;3.774.816;5.0;2.0;5.0;2;29.655;3.637.088;5.065.056;3.774.816;34.060.645.036.546.700;25.446.716.053.253.000;22.215.428.917.880.300;0;1;2;443;618;460;FALSE
3.637.088;5.065.056;3.774.816;5.0;2.0;5.0;3;2.977;3.637.088;5.065.056;3.774.816;222.540.856.302.823;17.292.459.124.646.600;12.344.128.443.540.500;1;1;1;443;618;460;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;0;29.692;3.714.272;6.024.928;3.714.272;2.312.674.368.075.790;22.264.796.708.687.500;3.934.707.435.680.710;2;1;0;453;735;453;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;1;29.828;3.714.272;6.024.928;3.714.272;12.834.836.085.552.400;10.394.223.548.861.200;4.233.551.132.322.730;1;2;0;453;735;453;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;2;29.705;3.714.272;6.024.928;3.714.272;3.432.511.974.732.330;2.018.988.925.493.390;2.450.745.828.670.710;0;1;2;453;735;453;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;3;29.662;3.714.272;6.024.928;3.714.272;13.391.405.791.680.000;29.608.803.123.961.400;15.317.715.800.520.100;1;1;1;453;735;453;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;0;2.96;3.714.272;6.024.928;3.714.272;20.013.214.471.474.100;325.217.740.830.589;3.451.606.834.384.640;2;1;0;453;735;453;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;1;29.747;3.714.272;6.024.928;3.714.272;15.879.347.080.439.500;1.823.414.986.786.600;3.865.368.123.527.230;1;2;0;453;735;453;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;2;29.599;3.714.272;6.024.928;3.714.272;33.975.514.459.295.900;3.221.967.931.681.660;11.086.018.722.169.700;0;1;2;453;735;453;FALSE
3.714.272;6.024.928;3.714.272;5.0;2.0;5.0;3;29.716;3.714.272;6.024.928;3.714.272;15.677.857.275.575.000;23.080.289.686.081.700;2.179.775.501.558.250;1;1;1;453;735;453;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;0;29.798;3.515.912;4.470.792;2.982.408;0.6411587427622127;16.203.202.952.900.900;27.284.880.990.429.200;2;1;0;429;545;364;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;1;29.727;3.515.912;4.470.792;2.982.408;22.583.096.531.702.000;192.264.971.729.358;35.274.882.851.396.700;1;2;0;429;545;364;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;2;29.777;3.515.912;4.470.792;2.982.408;2.593.526.320.441.580;16.467.342.045.218.100;0.6670004565610483;0;1;2;429;545;364;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;3;29.658;3.515.912;4.470.792;2.982.408;15.957.640.747.167.500;2.958.601.304.560.950;14.136.939.569.308.900;1;1;1;429;545;364;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;0;29.782;3.515.912;4.470.792;2.982.408;14.079.160.537.164.100;16.202.979.247.755.800;2.798.558.732.895.890;2;1;0;429;545;364;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;1;29.728;3.515.912;4.470.792;2.982.408;19.857.463.517.522.400;20.703.114.514.102.700;2.535.064.404.208.350;1;2;0;429;545;364;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;2;29.615;3.515.912;4.470.792;2.982.408;3.026.520.578.367.420;31.587.080.254.123.100;0.8319925778058284;0;1;2;429;545;364;FALSE
3.515.912;4.470.792;2.982.408;5.0;2.0;5.0;3;29.641;3.515.912;4.470.792;2.982.408;1.423.503.340.860.370;3.072.026.404.401.140;23.213.355.948.024.200;1;1;1;429;545;364;FALSE
2.619.048;3.948.712;2.749.096;5.0;2.0;5.0;0;29.693;2.619.048;3.948.712;2.749.096;24.981.197.530.378.700;2.303.410.230.608.590;2.652.618.859.041.520;2;1;0;319;482;335;FALSE
2.619.048;3.948.712;2.749.096;5.0;2.0;5.0;1;29.696;2.619.048;3.948.712;2.749.096;17.309.281.856.272.500;22.641.032.850.071.400;4.340.979.798.323.300;1;2;0;319;482;335;FALSE
2.619.048;3.948.712;2.749.096;5.0;2.0;5.0;2;2.969;2.619.048;3.948.712;2.749.096;30.561.369.877.598.700;23.693.351.842.838.500;12.390.890.330.069.500;0;1;2;319;482;335;FALSE
2.619.048;3.948.712;2.749.096;5.0;2.0;5.0;3;29.793;2.619.048;3.948.712;2.749.096;27.506.089.899.962.300;1.381.293.032.210.250;13.727.464.622.080.400;1;1;1;319;482;335;FALSE
2.830.992;3.872.912;2.700.944;5.0;2.0;5.0;0;29.708;2.830.992;3.872.912;2.700.944;1.507.346.041.071.470;23.135.941.646.818.400;30.140.956.571.284.700;2;1;0;345;472;329;FALSE
2.830.992;3.872.912;2.700.944;5.0;2.0;5.0;1;29.696;2.830.992;3.872.912;2.700.944;3.110.692.644.473.510;216.682.861.386.478;2.488.121.232.114.620;1;2;0;345;472;329;FALSE
2.830.992;3.872.912;2.700.944;5.0;2.0;5.0;2;29.699;2.830.992;3.872.912;2.700.944;19.817.629.476.268.300;2.428.196.660.128.890;18.138.795.348.812.400;0;1;2;345;472;329;FALSE
2.830.992;3.872.912;2.700.944;5.0;2.0;5.0;3;2.97;2.830.992;3.872.912;2.700.944;26.200.727.139.452.800;22.970.199.815.965.700;17.718.224.698.397.800;1;1;1;345;472;329;FALSE
372.744;5.074;3.455.424;5.0;2.0;5.0;0;29.696;372.744;5.074;3.455.424;0.8553235262796721;2.596.170.097.336.930;27.316.147.827.289.100;2;1;0;455;619;421;FALSE
372.744;5.074;3.455.424;5.0;2.0;5.0;1;29.736;372.744;5.074;3.455.424;22.422.336.718.601.700;17.808.810.040.988.400;411.098.124.720.302;1;2;0;455;619;421;FALSE
372.744;5.074;3.455.424;5.0;2.0;5.0;2;29.741;372.744;5.074;3.455.424;2.574.347.221.132.730;18.503.430.666.954.100;22.544.321.130.352.200;0;1;2;455;619;421;FALSE
372.744;5.074;3.455.424;5.0;2.0;5.0;3;29.654;372.744;5.074;3.455.424;1.320.600.169.562.080;2.890.850.079.768.030;3.086.278.234.719.510;1;1;1;455;619;421;FALSE
3.711.912;5.631.912;37.054;5.0;2.0;5.0;0;29.657;3.711.912;5.631.912;37.054;0.6874477270257009;30.186.969.827.460.700;2.757.331.642.634.020;2;1;0;453;687;452;FALSE
3.711.912;5.631.912;37.054;5.0;2.0;5.0;1;29.809;3.711.912;5.631.912;37.054;20.467.744.653.045.400;1.085.341.009.312.440;4.196.078.279.562.030;1;2;0;453;687;452;FALSE
3.711.912;5.631.912;37.054;5.0;2.0;5.0;2;29.638;3.711.912;5.631.912;37.054;22.168.519.525.524.100;2.961.366.141.192.700;22.015.342.341.236.900;0;1;2;453;687;452;FALSE
3.711.912;5.631.912;37.054;5.0;2.0;5.0;3;29.799;3.711.912;5.631.912;37.054;28.882.918.559.582.000;12.244.336.459.774.900;20.456.957.013.655.700;1;1;1;453;687;452;FALSE
3.597.608;504.964;4.109.608;5.0;2.0;5.0;0;29.678;3.597.608;504.964;4.109.608;0.5966792390605331;28.192.320.627.697.400;28.136.170.618.461.000;2;1;0;439;616;501;FALSE
3.597.608;504.964;4.109.608;5.0;2.0;5.0;1;29.712;3.597.608;504.964;4.109.608;2.501.031.017.671.280;20.141.221.187.984.200;36.309.084.271.996.000;1;2;0;439;616;501;FALSE
3.597.608;504.964;4.109.608;5.0;2.0;5.0;2;29.686;3.597.608;504.964;4.109.608;25.789.597.664.628.600;2.485.401.904.315.010;14.208.915.727.143.000;0;1;2;439;616;501;FALSE
3.597.608;504.964;4.109.608;5.0;2.0;5.0;3;29.851;3.597.608;504.964;4.109.608;11.246.098.095.085.200;11.443.751.864.553.900;1.244.712.990.431.080;1;1;1;439;616;501;FALSE
4.005.712;5.472.464;375.944;5.0;2.0;5.0;0;29.634;4.005.712;5.472.464;375.944;1.353.679.754.943.970;3.006.385.777.468.190;3.791.999.467.855.020;2;1;0;488;668;458;FALSE
4.005.712;5.472.464;375.944;5.0;2.0;5.0;1;29.841;4.005.712;5.472.464;375.944;24.046.735.606.971.400;0.7360981000720177;36.855.601.151.741.500;1;2;0;488;668;458;FALSE
4.005.712;5.472.464;375.944;5.0;2.0;5.0;2;29.723;4.005.712;5.472.464;375.944;15.120.808.999.957.200;22.960.148.800.273.100;17.471.135.940.832.900;0;1;2;488;668;458;FALSE
4.005.712;5.472.464;375.944;5.0;2.0;5.0;3;29.663;4.005.712;5.472.464;375.944;2.126.081.921.703.200;2.727.891.140.334.450;2.183.678.117.140.940;1;1;1;488;668;458;FALSE
2.824.728;3.351.192;1.730.584;5.0;2.0;5.0;0;29.782;2.824.728;3.351.192;1.730.584;2.307.707.979.498.780;13.897.834.708.883.100;3.271.248.789.439.350;2;1;0;344;409;211;FALSE
2.824.728;3.351.192;1.730.584;5.0;2.0;5.0;1;29.699;2.824.728;3.351.192;1.730.584;27.479.421.936.757.900;21.485.203.724.837.800;3.144.767.443.311.610;1;2;0;344;409;211;FALSE
2.824.728;3.351.192;1.730.584;5.0;2.0;5.0;2;29.691;2.824.728;3.351.192;1.730.584;2.090.394.853.278.810;2.601.792.227.082.470;0.72143532685169;0;1;2;344;409;211;FALSE
2.824.728;3.351.192;1.730.584;5.0;2.0;5.0;3;29.801;2.824.728;3.351.192;1.730.584;18.498.723.417.499.500;13.678.345.324.434.200;25.574.226.881.990.400;1;1;1;344;409;211;FALSE
3.988.032;5.914.176;3.603.712;5.0;2.0;5.0;0;29.697;3.988.032;5.914.176;3.603.712;22.575.928.634.984.400;22.645.678.315.839.200;31.267.306.945.010.200;2;1;0;486;721;439;FALSE
3.988.032;5.914.176;3.603.712;5.0;2.0;5.0;1;29.704;3.988.032;5.914.176;3.603.712;2.543.032.175.065.650;21.325.975.909.100.200;3.173.755.886.403.450;1;2;0;486;721;439;FALSE
3.988.032;5.914.176;3.603.712;5.0;2.0;5.0;2;29.759;3.988.032;5.914.176;3.603.712;30.201.027.774.931.500;16.091.879.343.108.500;1.977.176.163.715.040;0;1;2;486;721;439;FALSE
3.988.032;5.914.176;3.603.712;5.0;2.0;5.0;3;29.771;3.988.032;5.914.176;3.603.712;200.560.018.348.643;16.119.010.948.109.400;2.750.430.306.374.490;1;1;1;486;721;439;FALSE
388.032;5.673.856;4.194.496;5.0;2.0;5.0;0;29.601;388.032;5.673.856;4.194.496;2.490.216.344.810.750;30.767.465.187.825.500;4.152.519.452.645.890;2;1;0;473;692;512;FALSE
388.032;5.673.856;4.194.496;5.0;2.0;5.0;1;29.752;388.032;5.673.856;4.194.496;18.319.688.953.735.900;1.738.390.649.507.170;37.984.189.685.971.200;1;2;0;473;692;512;FALSE
388.032;5.673.856;4.194.496;5.0;2.0;5.0;2;2.968;388.032;5.673.856;4.194.496;2.715.376.233.925.990;2.436.035.614.133.120;22.566.378.711.777.400;0;1;2;473;692;512;FALSE
388.032;5.673.856;4.194.496;5.0;2.0;5.0;3;29.685;388.032;5.673.856;4.194.496;29.918.115.918.091.100;23.306.101.872.915.100;2.187.855.763.754.780;1;1;1;473;692;512;FALSE
3.855.424;56.464;3.668.032;5.0;2.0;5.0;0;2.964;3.855.424;56.464;3.668.032;0.6073392350384328;30.954.075.577.511.100;38.642.997.442.706.500;2;1;0;470;689;447;FALSE
3.855.424;56.464;3.668.032;5.0;2.0;5.0;1;29.792;3.855.424;56.464;3.668.032;24.182.168.518.528.200;1.333.503.159.335.600;25.879.216.156.769.800;1;2;0;470;689;447;FALSE
3.855.424;56.464;3.668.032;5.0;2.0;5.0;2;29.632;3.855.424;56.464;3.668.032;16.625.933.266.877.100;31.358.645.391.243.300;20.874.438.762.642;0;1;2;470;689;447;FALSE
3.855.424;56.464;3.668.032;5.0;2.0;5.0;3;2.964;3.855.424;56.464;3.668.032;307.460.040.937.694;28.062.285.711.674.200;17.670.536.353.718.400;1;1;1;470;689;447;FALSE
2.963.736;4.520.216;2.963.736;5.0;2.0;5.0;0;29.673;2.963.736;4.520.216;2.963.736;23.993.408.145.940.700;2.458.434.489.523.310;3.343.289.834.411.190;2;1;0;361;551;361;FALSE
2.963.736;4.520.216;2.963.736;5.0;2.0;5.0;1;29.685;2.963.736;4.520.216;2.963.736;25.169.222.021.328.300;22.847.519.794.502.900;36.356.202.222.353.500;1;2;0;361;551;361;FALSE
2.963.736;4.520.216;2.963.736;5.0;2.0;5.0;2;29.635;2.963.736;4.520.216;2.963.736;2.960.610.025.893.900;295.127.517.906.241;10.871.839.615.617.200;0;1;2;361;551;361;FALSE
2.963.736;4.520.216;2.963.736;5.0;2.0;5.0;3;29.721;2.963.736;4.520.216;2.963.736;11.137.262.530.783.000;225.991.349.044.386;30.358.341.515.383.500;1;1;1;361;551;361;FALSE
3.537.168;4.967.184;3.562.256;5.0;2.0;5.0;0;2.972;3.537.168;4.967.184;3.562.256;12.916.061.689.768.800;22.831.513.233.461.800;2.558.262.934.023.170;2;1;0;431;606;434;FALSE
3.537.168;4.967.184;3.562.256;5.0;2.0;5.0;1;2.986;3.537.168;4.967.184;3.562.256;14.858.839.050.152.600;0.7345417813176904;36.530.975.224.393.100;1;2;0;431;606;434;FALSE
3.537.168;4.967.184;3.562.256;5.0;2.0;5.0;2;29.738;3.537.168;4.967.184;3.562.256;1.531.931.084.986.300;20.760.620.545.509.100;2.348.333.565.581.220;0;1;2;431;606;434;FALSE
3.537.168;4.967.184;3.562.256;5.0;2.0;5.0;3;29.698;3.537.168;4.967.184;3.562.256;19.057.913.177.020.100;25.107.057.254.922.400;13.100.467.786.225.500;1;1;1;431;606;434;FALSE
3.693.968;501.544;3.662.736;5.0;2.0;5.0;0;29.728;3.693.968;501.544;3.662.736;18.687.361.236.688.000;20.056.514.938.904.000;3.407.938.853.627.190;2;1;0;450;612;447;FALSE
3.693.968;501.544;3.662.736;5.0;2.0;5.0;1;29.803;3.693.968;501.544;3.662.736;2.763.934.911.016.680;0.971225574922228;4.467.500.339.197.240;1;2;0;450;612;447;FALSE
3.693.968;501.544;3.662.736;5.0;2.0;5.0;2;29.716;3.693.968;501.544;3.662.736;23.323.764.245.722.200;22.178.761.713.083.100;15.460.153.316.820.900;0;1;2;450;612;447;FALSE
3.693.968;501.544;3.662.736;5.0;2.0;5.0;3;29.641;3.693.968;501.544;3.662.736;2.640.365.194.170.380;28.314.056.261.390.700;23.435.295.534.409.100;1;1;1;450;612;447;FALSE
3.276.688;4.620.176;2.811.792;5.0;2.0;5.0;0;29.762;3.276.688;4.620.176;2.811.792;2.385.795.017.616.130;1.597.109.806.747.070;30.290.320.781.996.100;2;1;0;399;563;343;FALSE
