timestamp,priority_tag_p1,policing_rate_kbps_p1,policing_burst_kbps_p1,rx_mbps_p1,tx_mbps_p1,rx_pps_p1,tx_pps_p1,avg_rx_pkt_bytes_p1,util_rx_pct_p1,drop_p1,delay_ms_p1,last_payload_bytes_p1,priority_tag_p2,policing_rate_kbps_p2,policing_burst_kbps_p2,rx_mbps_p2,tx_mbps_p2,rx_pps_p2,tx_pps_p2,avg_rx_pkt_bytes_p2,util_rx_pct_p2,drop_p2,delay_ms_p2,last_payload_bytes_p2,priority_tag_p4,policing_rate_kbps_p4,policing_burst_kbps_p4,rx_mbps_p4,tx_mbps_p4,rx_pps_p4,tx_pps_p4,avg_rx_pkt_bytes_p4,util_rx_pct_p4,drop_p4,delay_ms_p4,last_payload_bytes_p4
1708219618,4.334377,9.539747,7948.93,17137.297,65.75316,0.4610512,0.50594664,9.443552,138.75168,0.4043077,1000000.5,100000.43,4.1258864,5.301081,8326.121,10929.892,66.0721,0.4071417,0.49321514,531.07635,2239.5593,0.45288205,1000000.5,100000.39,4.004097,0.6343512,8581.2295,1399.8927,65.080284,0.34967437,0.5130228,8.388157,131.6339,1.4659721,1000000.44,100000.49
1708219619,4.1036587,8.690404,7027.51,17844.201,66.14841,0.47888103,0.49228525,9.638731,138.87256,0.4069106,1000000.5,100000.48,4.5215526,5.3524656,8991.833,10725.063,65.87711,0.39035317,0.44264206,617.1912,2380.9458,0.48806694,1000000.56,100000.52,4.1278343,0.7879567,8368.294,1530.4989,65.29204,0.4752728,0.48787978,8.363247,132.05078,1.4966408,1000000.56,100000.52
1708219620,4.3745914,8.928941,8348.813,16313.381,65.92644,0.4530011,0.5344733,9.762533,138.75626,0.43572247,1000000.5,100000.45,4.207103,5.4856577,9207.199,11425.953,65.928986,0.4269875,0.51605827,584.26733,2348.7417,0.47993737,1000000.44,100000.5,4.093202,0.7335667,8444.454,1689.5929,65.463844,0.48169258,0.5262255,8.454761,132.05092,1.5474474,1000000.5,100000.5
1708219621,4.135199,9.199307,7883.898,16377.227,65.765335,0.45064533,0.5034404,9.764999,138.6994,0.4449235,1000000.56,100000.5,4.2896347,5.435112,8433.379,11182.439,65.97133,0.4010552,0.45190555,543.85443,2372.0718,0.5364219,1000000.5,100000.45,4.5011554,0.73955417,9073.754,1544.7542,65.436165,0.42421487,0.5046221,8.562864,131.91986,1.5392026,1000000.44,100000.516
1708219622,4.060322,8.63196,7844.8833,17866.703,65.989624,0.48651376,0.5016808,9.602359,138.5903,0.4678523,1000000.5,100000.445,4.6405516,5.263144,7574.551,12658.654,65.856804,0.3959473,0.42175767,590.0395,2313.087,0.4188762,1000000.5,100000.48,4.674638,0.69442683,7649.2803,1740.9663,65.330795,0.41812447,0.48855728,8.568004,131.82353,1.4478427,1000000.44,100000.52
1708219623,4.127342,9.29476,7355.741,17391.992,65.970345,0.43798846,0.49637955,9.796192,138.67114,0.46215886,1000000.56,100000.55,4.076238,5.3554344,8977.134,11814.331,65.78029,0.3934421,0.44409853,600.1911,2372.118,0.47551182,1000000.5,100000.516,5.1510005,0.67151755,7930.5195,1562.1691,65.24537,0.4621826,0.5666901,8.7372,132.20749,1.5451148,1000000.4,100000.51
1708219624,4.2766848,8.810629,8970.236,16588.354,66.10742,0.48538533,0.55321056,9.597441,138.66153,0.42515427,1000000.56,100000.49,4.321846,5.602481,9366.852,11406.787,65.84781,0.4177272,0.5247934,545.74005,2308.0713,0.5570418,1000000.44,100000.51,4.1999145,0.72434545,8430.878,1489.8849,65.21341,0.44013014,0.45800576,8.359283,132.06526,1.5018226,1000000.4,100000.49
1708219625,3.801193,8.69292,8604.22,17671.121,66.014275,0.53310263,0.49793094,9.506962,138.61424,0.39874375,1000000.56,100000.49,3.9001784,4.9363947,7884.394,11339.464,66.05769,0.38725242,0.41876024,628.90796,2369.0732,0.47384065,1000000.44,100000.52,3.6309397,0.71371174,8244.763,1414.4069,65.42791,0.46688282,0.50168395,8.273469,131.99591,1.5175651,1000000.5,100000.516
1708219626,3.9654875,8.589335,7576.2715,16366.09,66.0441,0.4433419,0.5247877,9.4070015,138.68506,0.46996287,1000000.5,100000.42,4.263348,5.370056,8794.706,10698.702,65.88309,0.41276407,0.5187542,491.6383,2324.4944,0.45482394,1000000.5,100000.49,4.0385094,0.7343396,8431.735,1574.2703,65.42316,0.42450824,0.4849351,8.226941,132.11452,1.5217016,1000000.5,100000.57
1708219627,3.8582923,8.780069,8041.419,15808.1,66.088524,0.4865751,0.47949058,9.818125,138.81293,0.47823438,1000000.6,100000.42,4.5299087,6.114139,8926.262,11554.024,66.22761,0.37436518,0.43402517,544.81244,2237.4148,0.5529379,1000000.44,100000.445,4.095438,0.74983686,8425.944,1628.4634,65.291275,0.40862522,0.5973184,8.553003,131.38373,1.5523589,1000000.44,100000.516
1708219628,3.893924,10.234088,8026.596,17615.17,66.04053,0.45081177,0.48259196,9.398361,138.54663,0.51584005,1000000.5,100000.484,4.313826,5.424559,7873.0835,10774.911,66.01505,0.38755423,0.48334786,586.5638,2351.6335,0.48205644,1000000.4,100000.46,4.662707,0.6881889,7969.161,1671.5492,65.256096,0.39439505,0.53677154,8.304904,132.16702,1.4635271,1000000.5,100000.57
1708219629,4.1179914,10.052032,8277.043,16774.672,65.76083,0.46052402,0.51865643,9.305998,138.9014,0.45845935,1000000.44,100000.48,4.3584685,5.7216463,7672.11,11648.806,65.7894,0.3797645,0.40937623,498.09436,2359.4185,0.5697141,1000000.5,100000.42,4.235183,0.7578001,7956.193,1461.6302,65.437454,0.3597526,0.52112174,8.673685,131.80275,1.5401331,1000000.44,100000.445
1708219630,3.8799481,8.929351,8544.569,16700.805,65.831116,0.47126314,0.484695,9.142536,138.61198,0.47813028,1000000.44,100000.44,4.070668,5.3971076,8103.502,12428.827,65.91883,0.38109675,0.49972376,532.3953,2435.62,0.54361826,1000000.44,100000.49,4.0382013,0.6733143,8276.3125,1592.062,65.41452,0.41093618,0.5339175,8.55922,131.93446,1.5307992,1000000.44,100000.51
1708219631,4.114918,9.199228,7509.534,16091.062,65.75696,0.4430384,0.515126,9.605046,138.84575,0.4767028,1000000.5,100000.39,4.5097327,5.354323,8773.576,9882.281,65.92953,0.39661777,0.4814675,522.64417,2258.056,0.5597328,1000000.5,100000.46,4.253666,0.7359486,8232.039,1521.3174,65.178444,0.4820044,0.53582627,8.575471,131.82686,1.4889379,1000000.5,100000.49
1708219632,4.223734,9.218181,8720.853,18856.672,65.89085,0.45780525,0.52727073,9.315898,138.55379,0.43913633,1000000.5,100000.49,4.0966434,5.7953353,7957.9985,10049.723,65.8139,0.40484393,0.443577,519.91034,2331.1318,0.5382885,1000000.5,100000.48,4.238444,0.72981745,8957.493,1519.1416,65.55641,0.42812407,0.4593852,8.350168,131.99908,1.5317633,1000000.5,100000.555
1708219633,4.2096653,9.5752125,8327.335,14782.179,66.05285,0.43968555,0.5040637,8.909796,138.8339,0.50479186,1000000.44,100000.4,4.259052,5.5930085,7153.79,12013.325,66.098946,0.38273442,0.5004165,555.5103,2340.0847,0.5166017,1000000.44,100000.42,4.6352077,0.7402412,7683.4067,1580.332,65.294655,0.4551845,0.6071078,8.71137,131.88547,1.5339204,1000000.5,100000.516
1708219634,3.8431332,8.609992,8004.9204,14762.8125,65.66615,0.4551867,0.49530682,9.318522,138.79306,0.51060194,1000000.5,100000.45,4.156752,5.0742297,8481.886,11453.118,65.97142,0.4472729,0.54711956,541.9711,2350.617,0.5331418,1000000.5,100000.46,4.2793875,0.71549994,8382.263,1536.0616,65.56777,0.45754766,0.5191932,8.466986,132.38162,1.5402247,1000000.5,100000.484
1708219635,4.0891256,9.332174,7564.3667,18335.83,65.87759,0.44550765,0.51551574,9.416463,138.56854,0.51039857,1000000.5,100000.49,4.3922706,5.0594926,7804.998,9804.17,65.882805,0.38570815,0.45304346,602.4207,2285.974,0.47350258,1000000.44,100000.42,4.808099,0.7817558,8871.687,1567.7034,65.39357,0.46702233,0.52451736,8.299797,132.18547,1.4967479,1000000.56,100000.55
1708219636,3.9538603,8.350876,8314.564,15515.208,65.8161,0.46193954,0.5239593,9.485167,138.69313,0.4431849,1000000.5,100000.48,4.0787888,5.623792,8822.336,11540.246,65.92202,0.3949371,0.4689411,555.59436,2301.1045,0.5325434,1000000.5,100000.516,4.800094,0.7510446,7737.2183,1656.6703,65.36861,0.45079392,0.528143,8.673099,131.95695,1.5175269,1000000.5,100000.484
1708219637,3.862179,9.154493,8354.5,16623.229,65.7915,0.48045093,0.51619244,9.437565,138.6973,0.4189257,1000000.56,100000.5,4.0234313,4.7842107,9110.666,12055.32,65.846664,0.37031296,0.45542133,487.1882,2419.1165,0.5361576,1000000.44,100000.47,4.191159,0.71080375,7758.5527,1507.0944,65.33488,0.43999663,0.5194925,8.482999,132.16203,1.5030715,1000000.5,100000.54
1708219638,4.0499887,9.224594,8155.0527,16306.272,65.85373,0.4388009,0.53261566,9.429075,138.53946,0.52210903,1000000.56,100000.49,4.19537,5.394372,8155.3896,12004.5625,65.945366,0.4232756,0.46878028,529.5218,2352.53,0.499563,1000000.5,100000.445,4.8504777,0.7675593,8008.517,1629.456,65.52877,0.445138,0.53954834,8.3448305,131.86356,1.5281274,1000000.5,100000.51
1708219639,4.2991247,9.262009,7490.232,17999.9,66.02015,0.46351165,0.5657422,9.569717,138.52666,0.51681864,1000000.44,100000.46,3.7411659,5.506855,9263.534,10161.603,66.02103,0.41748166,0.4973774,563.0215,2337.4976,0.55175024,1000000.44,100000.375,4.5462594,0.7379188,8119.9917,1880.0339,65.33905,0.4661443,0.49645978,8.367347,131.83658,1.506562,1000000.5,100000.49
1708219640,4.4093037,8.844417,8433.634,15313.111,65.67653,0.43422094,0.5542379,9.277639,138.53029,0.4807521,1000000.5,100000.46,4.8070602,5.6044197,8484.546,12568.085,65.96336,0.37515077,0.47810093,600.60736,2339.445,0.54415494,1000000.5,100000.47,4.079507,0.7293568,9117.164,1481.7705,65.44169,0.46577847,0.5116235,8.421352,132.18124,1.5650609,1000000.5,100000.51
1708219641,4.0870047,8.831819,7876.9536,16227.177,65.944046,0.4858842,0.5282714,9.489903,138.7245,0.44897404,1000000.5,100000.38,4.2532763,5.112199,7227.183,10821.259,66.0384,0.35007685,0.3889695,540.7296,2341.221,0.46101227,1000000.44,100000.46,4.1803446,0.68342453,8650.671,1616.5874,65.23216,0.4672268,0.49453998,8.481824,131.48251,1.5298301,1000000.5,100000.445
1708219642,4.048818,8.989344,9230.334,16242.544,65.786575,0.4643567,0.47063145,9.267728,138.79575,0.4288333,1000000.5,100000.48,4.2035313,5.293583,9307.872,11091.711,66.20422,0.37484023,0.48080394,596.3878,2299.719,0.48825726,1000000.5,100000.48,4.0966725,0.72375005,7894.9795,1477.5477,65.35232,0.46238053,0.5301519,8.445938,132.07544,1.5389051,1000000.5,100000.516
1708219643,3.5791905,8.544485,8163.4194,19314.326,65.89862,0.43270698,0.52564293,9.64503,138.81505,0.4863124,1000000.44,100000.45,4.4500628,5.484169,8247.739,10847.235,65.97261,0.42316008,0.40210402,546.34357,2289.23,0.50960654,1000000.5,100000.516,4.392982,0.7450915,8977.749,1572.9645,65.38006,0.33595362,0.4280624,8.4199,132.5578,1.4229562,1000000.44,100000.49
1708219644,4.175189,8.38892,8791.779,16764.232,65.84917,0.4442608,0.57078695,9.4264345,138.51767,0.50313413,1000000.5,100000.42,5.0393705,5.467441,8296.247,12030.884,66.06563,0.39734772,0.4674961,519.0685,2270.38,0.51353526,1000000.5,100000.46,4.3676133,0.7693496,8145.498,1633.7035,65.43095,0.4242566,0.5021962,8.695529,132.14014,1.5586488,1000000.5,100000.5
1708219645,4.1583056,9.616706,7372.492,17897.793,66.01352,0.44099492,0.48360926,9.629094,138.59846,0.4789324,1000000.56,100000.46,4.0189724,5.7218595,8286.785,10887.705,65.88081,0.4225955,0.4376792,540.1489,2330.8137,0.4924497,1000000.44,100000.414,4.374348,0.7105869,8646.387,1551.9818,65.2739,0.41244027,0.539977,8.089863,132.19438,1.5302854,1000000.56,100000.57
1708219646,3.3513827,8.059738,9295.475,17775.934,66.056175,0.49499843,0.5573793,9.462746,138.80252,0.3898935,1000000.44,100000.484,4.6460934,5.8727818,8438.747,11348.937,66.14852,0.41302288,0.44219503,531.2466,2335.9126,0.53857905,1000000.5,100000.55,3.9527905,0.7129549,7999.505,1579.1802,65.4021,0.463143,0.5177127,8.358192,131.95416,1.5495913,1000000.56,100000.516
1708219647,3.974441,8.243355,7949.432,17178.32,65.9561,0.49099895,0.56379926,9.355559,138.59035,0.47769776,1000000.5,100000.48,4.422013,5.624574,8103.272,10682.644,66.00379,0.39797848,0.45364776,583.61237,2332.7454,0.4958121,1000000.5,100000.53,3.9204338,0.71032,8315.5205,1697.8029,65.40612,0.44292524,0.5732606,8.749756,131.6388,1.546437,1000000.5,100000.57
1708219648,4.2208896,8.733869,8062.746,16741.0,65.800804,0.43908554,0.4979377,9.366212,138.63414,0.42797905,1000000.5,100000.51,4.319575,5.673211,8876.543,9613.359,65.93222,0.3877082,0.46588328,593.1543,2384.0383,0.59834313,1000000.5,100000.5,4.61623,0.76914805,9618.03,1708.3732,65.44768,0.4189045,0.52242917,8.42145,132.2984,1.4519624,1000000.5,100000.5
1708219649,3.728286,8.79024,7857.6406,17702.05,65.797325,0.4844848,0.5365399,9.501243,138.61023,0.49382752,1000000.56,100000.45,4.337387,5.1424446,8666.041,10774.224,65.84065,0.3915215,0.45122197,558.3005,2353.3262,0.57059216,1000000.44,100000.445,4.043471,0.7128248,8820.776,1623.9858,65.403015,0.50717175,0.49900433,8.39502,132.02222,1.5193496,1000000.5,100000.51
1708219650,3.9712973,10.423925,8583.878,18278.19,65.903076,0.4763249,0.5274587,9.723144,138.55853,0.43907028,1000000.5,100000.445,4.336141,5.417604,8206.625,9797.984,66.00302,0.39574644,0.45743674,589.98676,2398.9492,0.52447927,1000000.5,100000.48,3.7637215,0.7133541,9180.384,1579.0991,65.344055,0.4782041,0.46319082,8.30673,131.62578,1.5430158,1000000.56,100000.57
1708219651,3.8733299,8.774274,8475.827,16358.775,65.85648,0.4600601,0.5234777,9.568835,138.77588,0.41443232,1000000.44,100000.484,4.346213,5.2406554,9396.817,10372.268,65.984795,0.39893883,0.4985573,616.78955,2201.9126,0.5484346,1000000.5,100000.5,4.0916204,0.70862985,8494.381,1695.7344,65.45325,0.4353106,0.52005833,8.244375,131.78839,1.5245513,1000000.5,100000.516
1708219652,3.9209974,9.121678,7843.226,17522.05,65.73721,0.49573028,0.51566213,9.474645,138.61613,0.4882741,1000000.56,100000.47,4.552321,5.4808717,8202.683,10875.207,65.93508,0.42420366,0.48122507,564.79596,2369.3752,0.5127303,1000000.44,100000.46,4.5697,0.73608917,9182.409,1670.1729,65.3363,0.42170894,0.4834712,8.554962,132.2531,1.5660701,1000000.5,100000.5
1708219653,4.264074,8.974307,8282.997,17264.889,65.81109,0.41671792,0.53263605,9.503279,138.5304,0.4724863,1000000.5,100000.43,4.4786406,5.73703,8252.24,11543.283,66.06635,0.39767623,0.48465163,593.68787,2380.563,0.57400674,1000000.5,100000.445,4.254796,0.77656895,7416.594,1647.852,65.511734,0.4341674,0.519336,8.330084,132.12622,1.5357084,1000000.5,100000.555
1708219654,4.008275,9.144801,8539.967,17931.01,65.68965,0.41936672,0.48128211,9.718115,138.50595,0.4737422,1000000.5,100000.51,3.7722557,5.2116375,8958.815,10768.076,65.950455,0.36162,0.4549812,521.84015,2402.0886,0.4736007,1000000.5,100000.51,4.696458,0.7651904,8543.206,1569.7018,65.4251,0.48015383,0.51888406,8.711601,131.9483,1.5010717,1000000.44,100000.445
1708219655,4.1709323,9.753865,8949.089,17498.352,65.937836,0.42900363,0.5257634,9.553386,138.57608,0.4613088,1000000.5,100000.49,4.5839267,5.622832,8758.508,9683.315,66.15009,0.39624807,0.47893474,573.3354,2308.194,0.56537193,1000000.56,100000.46,4.28253,0.69701654,9522.559,1525.6195,65.36394,0.49294907,0.5029324,8.319826,132.01654,1.5157682,1000000.5,100000.53
1708219656,4.163469,9.948137,8844.005,16409.666,65.98157,0.4455352,0.5339672,9.248544,138.68277,0.4182387,1000000.5,100000.46,3.9200826,5.777785,8101.495,10721.709,66.01847,0.36684808,0.4791356,555.1407,2357.0444,0.5899629,1000000.5,100000.484,4.120766,0.642247,8289.255,1577.3207,65.29626,0.4612111,0.50314283,8.425495,132.01834,1.5939546,1000000.5,100000.516
1708219657,3.8505495,8.990787,7695.0156,18092.414,65.781845,0.4571052,0.55194294,9.252479,138.6979,0.4574466,1000000.44,100000.445,4.5543294,4.8678527,8974.692,11994.008,65.81675,0.44713515,0.4438134,600.5705,2213.7288,0.5238544,1000000.5,100000.46,4.3572793,0.71438366,8217.091,1629.9708,65.3949,0.44466543,0.41307947,8.122518,131.78616,1.6130123,1000000.5,100000.57
1708219658,4.051328,8.61438,8593.9375,17803.826,65.96042,0.3924135,0.5704266,9.873674,138.64322,0.4640602,1000000.56,100000.42,4.4910903,5.005471,8599.005,10855.186,66.04767,0.40993097,0.43917885,543.2268,2280.008,0.49526578,1000000.5,100000.44,4.272096,0.6566348,8865.807,1492.7916,65.24533,0.45443013,0.5024446,8.37065,132.096,1.5005597,1000000.5,100000.47
1708219659,4.22409,9.13451,8180.7993,17530.475,66.0018,0.41766348,0.55716956,9.441994,138.76733,0.45662913,1000000.5,100000.43,4.8309054,5.3945823,8235.927,10471.002,65.90332,0.44383,0.45789173,574.9232,2191.769,0.5165161,1000000.5,100000.5,4.4617906,0.6418171,9331.427,1556.5459,65.423454,0.4491828,0.46173635,8.491901,132.12837,1.4582396,1000000.44,100000.5
1708219660,4.0202355,8.911538,7747.544,17056.406,65.86065,0.4084051,0.47799557,9.296656,138.46585,0.46048048,1000000.5,100000.414,4.758105,4.8124137,8560.731,10626.393,66.013596,0.4244605,0.4960175,561.15173,2338.5435,0.47472206,1000000.5,100000.43,4.439103,0.6993431,9312.167,1575.7601,65.347725,0.43838102,0.5033066,8.453471,131.91464,1.4828441,1000000.44,100000.53
1708219661,4.075429,8.694461,7746.5977,18107.168,66.01736,0.44648635,0.5077689,9.38476,138.7387,0.45967877,1000000.5,100000.46,4.121815,5.3693213,8732.107,10899.758,65.81395,0.43596897,0.44023022,616.3132,2267.0417,0.4726979,1000000.44,100000.484,4.332473,0.67270213,9254.755,1652.8464,65.06974,0.44614837,0.5322042,8.5976715,132.05986,1.4882065,1000000.5,100000.54
1708219662,3.917404,8.502434,8112.6396,15822.345,65.79935,0.48782328,0.54695475,9.447638,138.86319,0.4388066,1000000.5,100000.44,4.5030575,5.8584003,8328.122,11139.999,65.869804,0.42659792,0.45600164,519.80597,2284.0276,0.57228196,1000000.5,100000.45,4.484071,0.6783784,8167.3696,1586.7278,65.36854,0.4251024,0.41341817,8.372728,131.6087,1.5246627,1000000.44,100000.484
1708219663,3.439024,8.984243,9145.227,17732.635,65.900505,0.4920447,0.5392403,9.413306,138.60544,0.4146078,1000000.5,100000.51,4.3524585,5.170295,8822.739,10517.768,66.08032,0.408499,0.43396607,565.60767,2401.575,0.5388925,1000000.5,100000.48,4.0690846,0.71851975,8880.585,1419.0299,65.53943,0.40601194,0.5256374,8.214221,131.88287,1.5449005,1000000.56,100000.53
1708219664,3.9527342,8.514417,8039.012,16521.016,65.96651,0.44624168,0.56066734,9.546277,138.66315,0.47767714,1000000.5,100000.44,4.3008337,5.4919305,8685.627,11367.229,66.00469,0.408182,0.4270565,597.3218,2404.908,0.48102906,1000000.56,100000.52,4.819929,0.6871685,8754.657,1533.9178,65.41744,0.48430917,0.5075838,8.696093,132.05026,1.5523007,1000000.5,100000.44
1708219665,4.1261787,8.464102,8374.903,16922.941,65.82394,0.42360824,0.5120798,9.264685,138.5398,0.5101304,1000000.56,100000.45,3.8385863,5.402857,8746.655,10982.316,65.856094,0.3863694,0.45956656,560.3806,2378.7798,0.47339934,1000000.44,100000.5,4.4876823,0.7547482,8738.201,1466.9554,65.243904,0.4298717,0.48015085,8.890997,131.84853,1.4819764,1000000.5,100000.484
1708219666,4.229165,8.243514,7978.4873,17206.93,65.89475,0.44928366,0.5910782,9.574469,138.58588,0.4415995,1000000.56,100000.4,4.6059856,5.0323896,8543.355,11342.704,65.953125,0.3954693,0.4400305,610.73755,2187.4595,0.4794925,1000000.5,100000.5,4.3528476,0.67785805,7759.5044,1419.0952,65.3637,0.42442626,0.5064348,8.368572,132.10942,1.4660629,1000000.44,100000.53
1708219667,3.7671237,8.853265,8236.468,17371.178,65.81431,0.4531647,0.4572317,9.305706,138.47597,0.48391396,1000000.44,100000.44,4.028262,5.6458287,8869.055,10820.536,65.95885,0.41665387,0.46581715,554.26154,2477.932,0.46967924,1000000.44,100000.445,4.5557103,0.69301426,8292.156,1547.4371,65.29167,0.4276166,0.48279166,8.498545,132.05551,1.4788902,1000000.5,100000.54
1708219668,4.0996237,8.817165,8132.8926,16772.086,65.752365,0.4605019,0.55283,9.39566,138.61453,0.43870994,1000000.5,100000.445,3.6770477,5.248565,8983.634,12212.746,66.08436,0.393123,0.45038462,572.88885,2260.8862,0.5381582,1000000.44,100000.48,3.8538327,0.6625604,9003.865,1566.6553,65.36393,0.4658306,0.538701,8.423928,131.5346,1.5456315,1000000.5,100000.55
1708219669,3.9130745,8.734682,7662.8,17502.893,65.73275,0.463876,0.5105684,9.175164,138.77263,0.50823617,1000000.5,100000.48,4.3824205,5.1513553,7752.159,11962.258,65.94381,0.42939985,0.47145322,520.47644,2326.406,0.4531784,1000000.5,100000.5,4.136302,0.67435706,7599.385,1719.8961,65.4576,0.4894417,0.51873326,8.443828,132.39424,1.5106589,1000000.44,100000.46
1708219670,3.9125443,8.841906,7674.036,17354.68,65.81577,0.44159195,0.52458537,9.637047,138.5492,0.46854234,1000000.5,100000.45,4.511542,5.179706,7822.9604,10643.361,65.97378,0.42496878,0.46755245,536.0701,2418.3137,0.58338434,1000000.44,100000.51,3.9893446,0.69083774,9056.94,1559.9976,65.6049,0.46762756,0.4844285,8.374993,132.24997,1.4880953,1000000.44,100000.516
1708219671,3.2336016,8.669859,7427.503,17784.445,66.04641,0.4148818,0.56602776,9.751905,138.45316,0.44382128,1000000.5,100000.45,4.4035544,5.231018,9142.751,9440.634,66.14885,0.37570322,0.37133145,569.3167,2476.687,0.5259484,1000000.5,100000.47,3.9531307,0.68939555,8587.897,1641.3577,65.33283,0.47670305,0.51903784,8.468888,131.9325,1.4921879,1000000.44,100000.52
1708219672,3.9769347,8.987942,8216.552,14947.587,65.74874,0.4688598,0.5063181,9.3669815,138.68396,0.4760483,1000000.5,100000.51,4.0926814,5.237089,8106.0024,11459.552,65.97103,0.3737757,0.45938313,509.97696,2357.3733,0.5442961,1000000.5,100000.445,4.9760256,0.7389243,7417.3403,1522.9441,65.4378,0.46015972,0.52355236,8.6444235,131.93797,1.5413243,1000000.5,100000.484
1708219673,3.4839091,8.3220625,7820.4487,16042.134,65.96523,0.4565116,0.5481982,9.266195,138.604,0.4628099,1000000.5,100000.4,4.1895394,5.008539,8557.331,12646.363,65.9026,0.33554664,0.5080302,575.5319,2400.464,0.5115055,1000000.5,100000.484,3.8839145,0.7175184,8873.103,1480.8536,65.51756,0.49181056,0.5234971,8.343487,131.8332,1.5131823,1000000.5,100000.47
1708219674,4.2610664,8.735413,7810.7847,15051.769,65.68326,0.44690916,0.52819085,9.444696,138.67151,0.52925724,1000000.56,100000.44,4.166303,5.464077,8913.224,10284.035,65.97843,0.4140051,0.46128735,516.6504,2405.66,0.52097374,1000000.5,100000.44,4.266549,0.6929365,8368.282,1659.2084,65.16079,0.42699885,0.53778917,8.674753,132.08153,1.4905856,1000000.44,100000.445
1708219675,4.1551843,9.044898,8553.4,17083.889,65.72193,0.50866777,0.50282604,9.595178,138.70169,0.48965386,1000000.5,100000.445,4.572857,5.4898148,7976.6753,11699.677,65.91202,0.42356774,0.4839323,512.5642,2348.2412,0.5370059,1000000.44,100000.516,4.370178,0.69741297,8064.042,1746.2155,65.44232,0.42083254,0.48215568,8.748396,132.11775,1.5723618,1000000.44,100000.516
1708219676,4.0884433,9.218844,7946.71,17149.541,65.72044,0.44441974,0.54024893,9.466269,138.7781,0.45427024,1000000.56,100000.46,4.4117846,5.2461987,9350.624,11483.845,66.027664,0.3734318,0.44830146,543.29285,2226.6755,0.53831214,1000000.5,100000.44,3.9998646,0.6488634,8029.405,1502.3673,65.42993,0.46787181,0.52890563,8.216928,131.67224,1.5707834,1000000.44,100000.57
1708219677,4.426076,9.018386,9391.406,18111.053,66.016884,0.5077045,0.5272468,9.065129,138.64822,0.4767434,1000000.56,100000.47,4.004841,5.560801,8960.527,10524.467,66.0518,0.4010817,0.4186136,580.4064,2390.3254,0.422804,1000000.5,100000.51,4.481497,0.74210286,9255.856,1493.699,65.17046,0.45649514,0.51249117,8.429605,131.80557,1.4262288,1000000.44,100000.53
1708219678,3.7960424,9.709806,7893.35,18255.502,65.85364,0.3714284,0.49070635,9.3177595,138.60551,0.46248978,1000000.44,100000.445,4.261516,5.2433524,8767.778,10583.296,65.79466,0.4178009,0.41837066,563.25903,2421.2097,0.5010379,1000000.5,100000.45,4.4669514,0.6760874,9126.306,1640.267,65.359924,0.4492762,0.51850003,8.470892,131.72311,1.5160564,1000000.44,100000.484
1708219679,4.369847,8.599706,8869.564,15861.915,65.835754,0.48398972,0.51852256,9.245329,138.68704,0.4573556,1000000.5,100000.49,4.1185784,5.6131196,8624.894,11603.993,65.927795,0.42651692,0.4977456,556.1911,2314.276,0.5274986,1000000.44,100000.48,4.58196,0.68961424,8594.441,1550.7365,65.18428,0.41547576,0.51065785,8.71488,132.33824,1.5000868,1000000.44,100000.52
1708219680,4.060118,8.233552,7835.699,19406.426,65.96594,0.44138098,0.547514,9.667701,138.60567,0.51066417,1000000.5,100000.44,4.1863585,5.410748,8372.788,10246.263,65.821976,0.40290257,0.47392657,536.7524,2343.3916,0.52042663,1000000.5,100000.34,4.043595,0.6958908,8604.31,1591.6886,65.244675,0.38367942,0.46784282,8.476587,131.81375,1.5020658,1000000.5,100000.55
1708219681,4.213437,8.749855,8553.108,16832.08,65.90239,0.4712822,0.5611968,9.195942,138.66026,0.45813316,1000000.5,100000.484,4.1819706,5.734538,8863.6455,11648.517,66.1842,0.38927472,0.40386844,568.922,2132.412,0.50572747,1000000.5,100000.484,4.2817926,0.80562687,8511.751,1731.5416,65.386475,0.48514488,0.49593854,8.470481,132.02647,1.5540029,1000000.44,100000.49
1708219682,4.096894,9.397664,8030.1416,16735.021,65.63176,0.4485827,0.49419636,9.361356,138.79143,0.47500467,1000000.56,100000.42,4.6780667,5.24592,8471.427,11657.15,65.83175,0.34543088,0.47813794,597.217,2322.9563,0.47796655,1000000.44,100000.484,4.4260664,0.7485827,8326.458,1563.2737,65.43275,0.4433108,0.5181106,8.798101,132.03632,1.5894551,1000000.5,100000.56
1708219683,3.4081588,8.405291,8275.081,17561.043,65.900566,0.46373907,0.5757198,9.356269,138.688,0.46413267,1000000.5,100000.39,4.5826426,5.342549,8748.229,10789.745,65.91331,0.38413873,0.4416821,508.1961,2362.5664,0.5703482,1000000.5,100000.5,4.083846,0.6721062,8428.812,1567.3125,65.36621,0.43812734,0.5115648,8.268744,132.30014,1.5440284,1000000.5,100000.5
1708219684,4.2535787,9.758735,8875.769,18203.35,65.88681,0.50771636,0.49858218,8.829719,138.55666,0.4160113,1000000.56,100000.42,3.8197286,5.740207,7904.1357,11360.458,66.020454,0.38311574,0.46619222,531.9993,2293.1426,0.56451297,1000000.44,100000.43,4.4941297,0.7274242,7325.885,1633.3591,65.26535,0.39941728,0.5310092,8.3301935,131.99374,1.5907955,1000000.5,100000.555
