state,action_continuous,action_discrete,reward,next_state
"[-0.021423470071585682, -0.5925643718897684, 1.314616099137386, -1.6369286085526382, -0.8654349730834197, -1.2558687550274108, 0.02648422496261957, -0.5303893662260594, -0.9322143797399105, 0.9493410309091924]",-0.2685222355519677,2,0.032882399179163246,"[-1.3668465894735862, -0.7645008480682617, -0.7724788993540521, 2.6974858263057144, 4.386603194497329, -1.4101414360731532, -0.9877210922653308, -0.7434896909502932, 0.4085005262967292, 0.08792634377507684]"
"[-1.3668465894735862, -0.7645008480682617, -0.7724788993540521, 2.6974858263057144, 4.386603194497329, -1.4101414360731532, -0.9877210922653308, -0.7434896909502932, 0.4085005262967292, 0.08792634377507684]",0.5733537296973107,1,0.04809845061865079,"[0.559525179125355, 0.18392012503133362, -0.3378622547896212, -0.901134505860204, -0.861399105415291, 1.4379940511828235, 0.7938195954475711, -0.3993346421417747, -0.6299287918332204, 1.4333398679004365]"
"[0.559525179125355, 0.18392012503133362, -0.3378622547896212, -0.901134505860204, -0.861399105415291, 1.4379940511828235, 0.7938195954475711, -0.3993346421417747, -0.6299287918332204, 1.4333398679004365]",-0.07028495937340462,2,0.0752817664124026,"[0.05320911792496183, 0.014481272506699854, -0.5082571879410321, -0.2650862761628209, -0.5881187444196828, 0.7910066421672466, 0.1644829880549859, -0.5302311825901113, 1.3165138588726466, 1.1738490953253424]"
"[0.05320911792496183, 0.014481272506699854, -0.5082571879410321, -0.2650862761628209, -0.5881187444196828, 0.7910066421672466, 0.1644829880549859, -0.5302311825901113, 1.3165138588726466, 1.1738490953253424]",-0.5928088682097986,2,0.0963356303383425,"[0.20817289288753735, -0.5727434560139325, 1.6097110075966585, 0.11678784101181255, -0.3048758427167486, 0.22514137895128825, 0.4638293386937403, 0.6058445269840831, 1.0404622958675447, -0.8609618718955971]"
"[0.20817289288753735, -0.5727434560139325, 1.6097110075966585, 0.11678784101181255, -0.3048758427167486, 0.22514137895128825, 0.4638293386937403, 0.6058445269840831, 1.0404622958675447, -0.8609618718955971]",1.5941579565180495,1,0.1618937700420809,"[-1.100407552604984, -0.9025389727662958, 1.3016636021534296, 1.4099490927751062, 0.7454912738937451, -0.45709633291067236, -0.37521048439533417, -0.7166960203199919, 1.440960133857989, 1.3671605029181115]"
"[-1.100407552604984, -0.9025389727662958, 1.3016636021534296, 1.4099490927751062, 0.7454912738937451, -0.45709633291067236, -0.37521048439533417, -0.7166960203199919, 1.440960133857989, 1.3671605029181115]",-0.2507017423097296,2,0.0445184082320154,"[0.12430477896176508, 0.20626586911487338, -0.7043516605335005, -0.9180496527334472, 0.16145610245458578, -1.4855341810448761, -0.8439432139999823, -0.7458068914941731, 0.4622546165991609, 0.45816558026792376]"
"[0.12430477896176508, 0.20626586911487338, -0.7043516605335005, -0.9180496527334472, 0.16145610245458578, -1.4855341810448761, -0.8439432139999823, -0.7458068914941731, 0.4622546165991609, 0.45816558026792376]",0.36724319704246444,1,0.04391248049410655,"[0.08675347646446696, 0.11242631242271814, -0.6182282203191771, -0.9835566628734479, -0.6786195136454045, -0.21004097022806803, 0.11771783709589112, -0.5909418006266459, -0.684841786820115, 1.4558945615261736]"
"[0.08675347646446696, 0.11242631242271814, -0.6182282203191771, -0.9835566628734479, -0.6786195136454045, -0.21004097022806803, 0.11771783709589112, -0.5909418006266459, -0.684841786820115, 1.4558945615261736]",-0.002701894969482919,0,0.1669450386903905,"[0.8459621326205359, 0.4655743502651161, -0.4919659462974075, 1.5909156981235901, 0.2671530697629165, 0.2903485740076634, 0.932753396951079, -0.36337376138788147, 2.2124466195246786, 1.4458582747614697]"
"[0.8459621326205359, 0.4655743502651161, -0.4919659462974075, 1.5909156981235901, 0.2671530697629165, 0.2903485740076634, 0.932753396951079, -0.36337376138788147, 2.2124466195246786, 1.4458582747614697]",-0.6558710765093156,2,0.030788849260348354,"[0.1852674272728968, 0.26228396052498787, -0.7218136506342174, -1.2337620794732893, -0.8055190865444426, -0.1995870987499844, -0.22683355709809566, 0.21938137799877738, -0.6323113370238562, -0.9838160935840478]"
"[0.1852674272728968, 0.26228396052498787, -0.7218136506342174, -1.2337620794732893, -0.8055190865444426, -0.1995870987499844, -0.22683355709809566, 0.21938137799877738, -0.6323113370238562, -0.9838160935840478]",2.018980922805991,1,0.09694609208426305,"[-1.56897920809037, -1.0090828995837486, 0.47581682572133116, 0.1297763020933893, -0.2752899843834697, 0.15539676252727258, -0.8546998539108269, -0.8703272792664616, 1.056768715451681, 1.59003243017217]"
"[-1.56897920809037, -1.0090828995837486, 0.47581682572133116, 0.1297763020933893, -0.2752899843834697, 0.15539676252727258, -0.8546998539108269, -0.8703272792664616, 1.056768715451681, 1.59003243017217]",-0.5835732705284298,2,0.1551500546130455,"[-0.4940919333267201, -0.7061241784588513, 1.125745440893437, 2.5349328644823164, 0.08709092198477243, 1.456905852572681, 2.207481299557933, 1.4977333682266003, 1.7070210241729524, -0.6559509031280225]"
"[-0.4940919333267201, -0.7061241784588513, 1.125745440893437, 2.5349328644823164, 0.08709092198477243, 1.456905852572681, 2.207481299557933, 1.4977333682266003, 1.7070210241729524, -0.6559509031280225]",1.2585862135459578,1,0.09490714834762076,"[-0.031175872039606804, 0.19899879296642337, -0.8159953977840634, -0.021335738139150937, -0.6159882873211464, 1.4313119896315674, -0.22034093981992206, -0.6720101291488001, -1.2297028430442805, 1.3611736037932596]"
"[-0.031175872039606804, 0.19899879296642337, -0.8159953977840634, -0.021335738139150937, -0.6159882873211464, 1.4313119896315674, -0.22034093981992206, -0.6720101291488001, -1.2297028430442805, 1.3611736037932596]",-0.3711588115799542,2,0.11307654448509444,"[0.035457064744506, -0.6039622326253713, 1.5020567255078736, 0.37735159653340916, -0.3233321432578897, 0.6095053066790153, -0.12582541991434942, -0.3416537676098516, 0.06730437157710413, 0.01764726770164877]"
"[0.035457064744506, -0.6039622326253713, 1.5020567255078736, 0.37735159653340916, -0.3233321432578897, 0.6095053066790153, -0.12582541991434942, -0.3416537676098516, 0.06730437157710413, 0.01764726770164877]",0.16642482892720958,1,-0.02409732517459744,"[0.06685470828500374, 1.2761045926721923, -1.419589584127109, -1.5351723821904182, -0.9835955108459101, 0.16830434094845953, -0.18634060551526932, -0.48175136131723206, -0.21173872050839743, 0.3964782651652401]"
"[0.06685470828500374, 1.2761045926721923, -1.419589584127109, -1.5351723821904182, -0.9835955108459101, 0.16830434094845953, -0.18634060551526932, -0.48175136131723206, -0.21173872050839743, 0.3964782651652401]",-0.633967369033662,2,0.09332227870872974,"[0.10772704158025695, -0.5846394777329289, 1.5051955301581035, -0.05415090386405597, -0.529156751818664, 0.8512153542524636, -0.0816370503022898, 0.8026994399039925, -1.3149338924269038, -1.2867811361914323]"
"[0.10772704158025695, -0.5846394777329289, 1.5051955301581035, -0.05415090386405597, -0.529156751818664, 0.8512153542524636, -0.0816370503022898, 0.8026994399039925, -1.3149338924269038, -1.2867811361914323]",-0.34789469734012823,2,0.10109069617013423,"[0.14195919111459543, 0.01595333837293797, -0.43101419361886606, 0.13639249144881688, -0.39083548919042255, 0.5376842673627564, -1.4912922518622418, -0.43560997611244584, -0.15607025180839154, -1.624886263330729]"
"[0.14195919111459543, 0.01595333837293797, -0.43101419361886606, 0.13639249144881688, -0.39083548919042255, 0.5376842673627564, -1.4912922518622418, -0.43560997611244584, -0.15607025180839154, -1.624886263330729]",1.8943450803529278,1,0.04188678086321433,"[-0.6414854341281884, -0.6047780157796142, 0.1902360722589938, -1.0129462066274093, -0.840385987009144, 0.7962446936872708, 0.25012044464417815, 0.0659528908078914, -0.4349838722504819, -0.4243348218052795]"
"[-0.6414854341281884, -0.6047780157796142, 0.1902360722589938, -1.0129462066274093, -0.840385987009144, 0.7962446936872708, 0.25012044464417815, 0.0659528908078914, -0.4349838722504819, -0.4243348218052795]",0.4845113886855834,1,0.083715307268826,"[-0.8674988725788393, -0.7688779307164434, 0.654341913520559, 0.5703396645303183, 1.194410845329388, -1.175388809497392, 0.7042886550499798, -0.16264403286539608, 0.8396727993920933, 0.4644077377050519]"
"[-0.8674988725788393, -0.7688779307164434, 0.654341913520559, 0.5703396645303183, 1.194410845329388, -1.175388809497392, 0.7042886550499798, -0.16264403286539608, 0.8396727993920933, 0.4644077377050519]",-0.26033465377108755,2,0.09509561694712432,"[-0.14206359247076286, 0.20809021976506925, -0.910873050330622, 0.1335459667225115, -0.5120565980422268, 1.07367207505312, -0.3146676309363971, -0.331538159966861, 1.5147489599091195, -0.24449638770479845]"
"[-0.14206359247076286, 0.20809021976506925, -0.910873050330622, 0.1335459667225115, -0.5120565980422268, 1.07367207505312, -0.3146676309363971, -0.331538159966861, 1.5147489599091195, -0.24449638770479845]",0.705538021135476,1,0.11141033904683185,"[0.5767873456454159, -0.27842285103651626, 0.7219353822812813, 0.3408289317002727, 0.7013873341847031, -1.011274157594331, -0.028549792245973177, -0.5884566474576439, -0.024273124161357407, 1.1765596908158793]"
"[0.5767873456454159, -0.27842285103651626, 0.7219353822812813, 0.3408289317002727, 0.7013873341847031, -1.011274157594331, -0.028549792245973177, -0.5884566474576439, -0.024273124161357407, 1.1765596908158793]",-0.1769271756994382,2,0.10939546848844933,"[-1.4059903009286818, -0.946228509014682, 0.45379762495766923, 0.248591913792586, -0.42664953432952235, 0.8400306992215865, -1.6513149305149715, -1.0553473457528448, -1.5483732676387236, 0.5687792156438054]"
"[-1.4059903009286818, -0.946228509014682, 0.45379762495766923, 0.248591913792586, -0.42664953432952235, 0.8400306992215865, -1.6513149305149715, -1.0553473457528448, -1.5483732676387236, 0.5687792156438054]",0.22606006911112958,1,0.10268484926788397,"[0.11734919631290437, 0.781598722272697, -1.1754202846874646, 0.15223186959849733, 0.6593872120576437, -1.089821686951543, -0.3304656744222219, -0.6831007920929474, -0.5063801424168999, 1.207946177026063]"
"[0.11734919631290437, 0.781598722272697, -1.1754202846874646, 0.15223186959849733, 0.6593872120576437, -1.089821686951543, -0.3304656744222219, -0.6831007920929474, -0.5063801424168999, 1.207946177026063]",0.08987832000223471,1,0.15698209736779697,"[1.2842586022051479, 0.24612975884039265, 0.11629348049707389, 1.2136348530803858, 0.5915131183951879, -0.41283299161753667, 1.2701883199110895, -0.2871400958752068, -0.08058728262941038, 1.519517269082507]"
"[1.2842586022051479, 0.24612975884039265, 0.11629348049707389, 1.2136348530803858, 0.5915131183951879, -0.41283299161753667, 1.2701883199110895, -0.2871400958752068, -0.08058728262941038, 1.519517269082507]",-0.7153710646381517,2,0.1142514055286448,"[-0.3576628708749762, 0.661958939684345, -1.3755367764368702, 0.4094878968684624, -0.31287699942555164, 0.6131366792638544, 0.08161490510831564, 0.7697881252014971, 0.2500045438530718, -1.1832683153365415]"
"[-0.3576628708749762, 0.661958939684345, -1.3755367764368702, 0.4094878968684624, -0.31287699942555164, 0.6131366792638544, 0.08161490510831564, 0.7697881252014971, 0.2500045438530718, -1.1832683153365415]",1.1078554807703491,1,0.0956345224313998,"[-1.122102336638482, -0.589326871672848, -0.7882408709163969, 0.34023458859357664, -0.4568868890582282, 1.11529443902814, 0.41174772619396355, -0.09456351803948189, 2.998988855395324, 0.008089952282274633]"
"[-1.122102336638482, -0.589326871672848, -0.7882408709163969, 0.34023458859357664, -0.4568868890582282, 1.11529443902814, 0.41174772619396355, -0.09456351803948189, 2.998988855395324, 0.008089952282274633]",0.28181307142818657,1,0.21565022683144627,"[-1.070985887989421, -0.8115107498436637, 0.38973447787300225, 2.36618143903816, 0.3337751442728735, 0.7160710277736079, -1.0695271640454185, -0.8524360816804387, 0.4041779085937202, 0.6468845535683359]"
"[-1.070985887989421, -0.8115107498436637, 0.38973447787300225, 2.36618143903816, 0.3337751442728735, 0.7160710277736079, -1.0695271640454185, -0.8524360816804387, 0.4041779085937202, 0.6468845535683359]",0.2660309914205161,1,-0.027038262715315266,"[-0.030646294896966884, 2.091843880374734, -1.6632998895323687, -0.8746552602042115, -0.8016631615027371, 0.8662027156524925, 0.09672145912095378, -0.591234253760286, 0.3372477427454358, 1.4198445760902156]"
"[-0.030646294896966884, 2.091843880374734, -1.6632998895323687, -0.8746552602042115, -0.8016631615027371, 0.8662027156524925, 0.09672145912095378, -0.591234253760286, 0.3372477427454358, 1.4198445760902156]",-0.5196317282727644,2,0.08448834231470535,"[0.21907012431095677, 0.07758166136152667, -0.4585226086826426, -0.15209366445283584, -0.5370802682531312, 0.7251642265623668, -0.02794956400803839, -0.049059100197285425, 0.4299701281966528, -0.4916135906974135]"
"[0.21907012431095677, 0.07758166136152667, -0.4585226086826426, -0.15209366445283584, -0.5370802682531312, 0.7251642265623668, -0.02794956400803839, -0.049059100197285425, 0.4299701281966528, -0.4916135906974135]",0.5554290102670848,1,0.1023946218463063,"[-0.7383076894847395, -0.6573733967997745, 0.2514752135441966, 0.1461750907298488, -0.3898765824000926, 0.5475122054911516, 0.05431505060224645, -0.41481956226154, -0.5187433496035975, 0.4898450678977915]"
"[-0.7383076894847395, -0.6573733967997745, 0.2514752135441966, 0.1461750907298488, -0.3898765824000926, 0.5475122054911516, 0.05431505060224645, -0.41481956226154, -0.5187433496035975, 0.4898450678977915]",-0.6757224560896208,2,0.11827979848972317,"[0.189516155197269, -0.26878663822446996, 0.22770051534007843, 0.4404587179753834, 0.6469139695253208, -0.9156057910057297, -1.4709837545456061, -0.6213412028951188, -0.8184001292453256, -1.3673691428601893]"
"[0.189516155197269, -0.26878663822446996, 0.22770051534007843, 0.4404587179753834, 0.6469139695253208, -0.9156057910057297, -1.4709837545456061, -0.6213412028951188, -0.8184001292453256, -1.3673691428601893]",-0.25200327248949794,2,-0.03770641001563125,"[-0.529682799228411, -0.21049850145095506, -0.7314576409946312, -0.826089525456594, -0.39821848918705727, -0.7685343343961292, 0.5189596138271301, 2.626467086130114, -1.6435028913259677, -1.5919727370118868]"
"[-0.529682799228411, -0.21049850145095506, -0.7314576409946312, -0.826089525456594, -0.39821848918705727, -0.7685343343961292, 0.5189596138271301, 2.626467086130114, -1.6435028913259677, -1.5919727370118868]",1.1859532609512458,1,0.08570258776944997,"[-0.006886990864497813, -0.5782159985863301, 1.2492403609521041, -0.11569729447632204, 0.11391353499549936, -0.7975563893142882, -0.19521424634535, 0.06901688492077213, 0.6414447058414742, -0.8013345389832287]"
"[-0.006886990864497813, -0.5782159985863301, 1.2492403609521041, -0.11569729447632204, 0.11391353499549936, -0.7975563893142882, -0.19521424634535, 0.06901688492077213, 0.6414447058414742, -0.8013345389832287]",-0.12241162424982913,2,-0.01940754778852989,"[0.5431801716597762, 2.886288413555591, -1.634272145739876, 0.24879955523964378, -0.41807518602478183, 0.8034698963088005, 0.6400175221716308, 0.9113054410157986, 0.067207267844545, -0.9797258722290801]"
"[0.5431801716597762, 2.886288413555591, -1.634272145739876, 0.24879955523964378, -0.41807518602478183, 0.8034698963088005, 0.6400175221716308, 0.9113054410157986, 0.067207267844545, -0.9797258722290801]",1.1920086438555382,1,0.09766420048227534,"[0.03341547185502407, -0.6227356470936802, 1.6361377235598695, 0.09149357064136918, 0.14297784912952183, -0.6646866639551309, -0.19192338635257034, -0.519641397432747, 0.26221425373057106, 0.5447528164689731]"
"[0.03341547185502407, -0.6227356470936802, 1.6361377235598695, 0.09149357064136918, 0.14297784912952183, -0.6646866639551309, -0.19192338635257034, -0.519641397432747, 0.26221425373057106, 0.5447528164689731]",-0.525773282431903,2,0.05192124789989416,"[0.16675079444473084, 1.241429933138809, -1.3640092504203543, -0.13381620928861393, -0.5410788756214776, 0.7764756927097761, -1.1684452018260634, -0.5649065339143673, -1.7735137774596337, -0.929197105952909]"
"[0.16675079444473084, 1.241429933138809, -1.3640092504203543, -0.13381620928861393, -0.5410788756214776, 0.7764756927097761, -1.1684452018260634, -0.5649065339143673, -1.7735137774596337, -0.929197105952909]",1.2461496577879452,1,0.016444410035723833,"[0.5978133909009636, -0.33402605059439, 0.9563283244664054, 0.5185770946193606, 2.3246685824622877, -1.5471211582713018, -1.6307714163718923, -1.0538125178439284, 0.820760929829175, 0.7274897857100163]"
"[0.5978133909009636, -0.33402605059439, 0.9563283244664054, 0.5185770946193606, 2.3246685824622877, -1.5471211582713018, -1.6307714163718923, -1.0538125178439284, 0.820760929829175, 0.7274897857100163]",-0.5386606458683729,2,0.05568299202593094,"[-1.5409554566269967, -1.027310170902836, 1.2149014665763862, -0.7661426600874863, -0.07701239414524602, -1.1631609087325026, -0.020598590648715553, 0.2702936770839678, -0.940423816263719, -0.8810217142225417]"
"[-1.5409554566269967, -1.027310170902836, 1.2149014665763862, -0.7661426600874863, -0.07701239414524602, -1.1631609087325026, -0.020598590648715553, 0.2702936770839678, -0.940423816263719, -0.8810217142225417]",1.7270264591056588,1,0.018987423977421012,"[0.42739765756171094, -0.3900718281648203, 0.962761943419198, -1.4688794194551111, -1.015127113927144, 1.319556934206979, -0.010639608045032783, -0.6324391972365315, -0.8721351992290085, 1.4981644043316054]"
"[0.42739765756171094, -0.3900718281648203, 0.962761943419198, -1.4688794194551111, -1.015127113927144, 1.319556934206979, -0.010639608045032783, -0.6324391972365315, -0.8721351992290085, 1.4981644043316054]",-0.7170265893408244,2,0.04303394394009104,"[-0.1265686080435586, 1.7222611247323112, -1.6206436576116199, 0.2522114706408866, -0.5544145526427987, 1.5231908393096267, 0.2900800043202792, 0.9935622784106904, 1.8104057998869634, -1.1955654437608783]"
"[-0.1265686080435586, 1.7222611247323112, -1.6206436576116199, 0.2522114706408866, -0.5544145526427987, 1.5231908393096267, 0.2900800043202792, 0.9935622784106904, 1.8104057998869634, -1.1955654437608783]",2.363286604493786,1,0.09366866159097582,"[0.22160112824106037, -0.140004316366663, -0.061443220772363, -0.039709710424276644, -0.48276008532198655, 0.6539864791555424, -1.2677752021171946, -0.9669223193472504, -1.0459999329114706, 1.3167883671972453]"
"[0.22160112824106037, -0.140004316366663, -0.061443220772363, -0.039709710424276644, -0.48276008532198655, 0.6539864791555424, -1.2677752021171946, -0.9669223193472504, -1.0459999329114706, 1.3167883671972453]",-0.6416387083585424,2,0.0001829310654116595,"[1.1594102959255976, 1.3179656966691384, -0.9750636973924217, -0.5310801177207708, -0.6575097492167986, 0.663552367218372, 0.8531393178773153, 1.0783400124904097, -1.607248161652005, -0.9773459453067218]"
"[1.1594102959255976, 1.3179656966691384, -0.9750636973924217, -0.5310801177207708, -0.6575097492167986, 0.663552367218372, 0.8531393178773153, 1.0783400124904097, -1.607248161652005, -0.9773459453067218]",1.2023745626579703,1,0.05463631650166147,"[-0.002644740390942666, -0.28736326953780733, 0.0485280800656857, -0.687540219753994, -0.3121704569308595, -0.7520788571942888, -1.4312648458521133, -0.9750317251814455, 0.998136080235095, 0.5632514443246176]"
"[-0.002644740390942666, -0.28736326953780733, 0.0485280800656857, -0.687540219753994, -0.3121704569308595, -0.7520788571942888, -1.4312648458521133, -0.9750317251814455, 0.998136080235095, 0.5632514443246176]",0.2508049566087698,1,0.10217966593097264,"[-1.6187824225962846, -0.8684861163383534, -1.167182849930578, 0.291322080756529, -0.27204886383756, 0.3377716477667163, 0.11895636472855253, -0.5608003509535836, 1.7331502704765207, 1.2709962250468625]"
"[-1.6187824225962846, -0.8684861163383534, -1.167182849930578, 0.291322080756529, -0.27204886383756, 0.3377716477667163, 0.11895636472855253, -0.5608003509535836, 1.7331502704765207, 1.2709962250468625]",-0.4394875651040544,2,0.06349878952248304,"[0.3766074858993217, -0.12486014034424862, 0.06375535289339207, -0.6198461521875783, -0.7662277825662774, 1.2698379167423315, -1.3507211450707146, -0.8545815152206232, -1.063470262527114, -0.2802357402493135]"
"[0.3766074858993217, -0.12486014034424862, 0.06375535289339207, -0.6198461521875783, -0.7662277825662774, 1.2698379167423315, -1.3507211450707146, -0.8545815152206232, -1.063470262527114, -0.2802357402493135]",0.8055054526136165,1,0.04777550934981496,"[0.277126556355807, -0.4478755376674249, 1.0087644146307015, -0.036042619993870234, 1.4859094239087995, -1.534334070870996, 0.364696906554826, -0.49722686651956294, -0.5106413611962284, 1.3133810256696419]"
"[0.277126556355807, -0.4478755376674249, 1.0087644146307015, -0.036042619993870234, 1.4859094239087995, -1.534334070870996, 0.364696906554826, -0.49722686651956294, -0.5106413611962284, 1.3133810256696419]",-0.8130222377219316,2,0.002779900680601355,"[-0.06948347425236372, -0.5983746292037977, 1.2609798407726165, 0.8619044102396723, 0.7366703369971844, -0.7491340910897014, 1.0297938055238578, 3.405313740815308, -0.1909848832350729, -1.5907528615977484]"
"[-0.06948347425236372, -0.5983746292037977, 1.2609798407726165, 0.8619044102396723, 0.7366703369971844, -0.7491340910897014, 1.0297938055238578, 3.405313740815308, -0.1909848832350729, -1.5907528615977484]",4.7528679607075155,1,0.0316112347523512,"[0.4887151262342291, 1.9031702653007228, -1.450115314172953, 0.5368121664999772, 0.3125615118621745, -0.5362775009408783, -0.4535861999738476, -0.7625967071065541, 1.196135262581122, 1.5836344691012298]"
"[0.4887151262342291, 1.9031702653007228, -1.450115314172953, 0.5368121664999772, 0.3125615118621745, -0.5362775009408783, -0.4535861999738476, -0.7625967071065541, 1.196135262581122, 1.5836344691012298]",-0.5332340576132109,2,-0.0033818687377552836,"[0.47276404374051983, 2.1293007151973873, -1.511287509687125, -0.0475379306614534, -0.4559105215300145, 0.5277276178050001, 0.27058527697299584, 0.10559630142413574, -0.5703017610048543, -0.46519802836045687]"
"[0.47276404374051983, 2.1293007151973873, -1.511287509687125, -0.0475379306614534, -0.4559105215300145, 0.5277276178050001, 0.27058527697299584, 0.10559630142413574, -0.5703017610048543, -0.46519802836045687]",0.5724052049919404,1,0.11377794607970282,"[0.2368051447406136, -0.5690104546464713, 1.6363355486455369, 0.3734476930446666, -0.0638796767683805, -0.08727386230391292, 0.016829001588660887, -0.4473643075016528, -0.30772325746992796, 0.5613784484103462]"
"[0.2368051447406136, -0.5690104546464713, 1.6363355486455369, 0.3734476930446666, -0.0638796767683805, -0.08727386230391292, 0.016829001588660887, -0.4473643075016528, -0.30772325746992796, 0.5613784484103462]",-0.09312808421522363,2,0.03429144698821579,"[-1.1680103148807868, -0.9340084262097207, 1.5142276935134122, -0.0159387705040355, 1.7082755605876594, -1.5843313318250034, -1.0579960109613964, -0.806011321212296, 0.6854764100550653, 0.2987553771006688]"
"[-1.1680103148807868, -0.9340084262097207, 1.5142276935134122, -0.0159387705040355, 1.7082755605876594, -1.5843313318250034, -1.0579960109613964, -0.806011321212296, 0.6854764100550653, 0.2987553771006688]",0.23135218850961414,1,0.11503406915905623,"[0.656686701465435, 0.5218003702651178, -0.6697414213833158, 0.3853743734796116, 0.308796191701593, -0.6393348539812604, -1.2132512404095257, -0.9230669667537014, -0.6140161262161596, 0.8904147814160833]"
"[0.656686701465435, 0.5218003702651178, -0.6697414213833158, 0.3853743734796116, 0.308796191701593, -0.6393348539812604, -1.2132512404095257, -0.9230669667537014, -0.6140161262161596, 0.8904147814160833]",-0.22464907605769693,2,0.1081203485412536,"[-1.2860373627971529, -0.9367625941170924, 0.9502378736667636, 0.2490741305178708, -0.11643668641749631, -0.1004097175149338, -1.028546432467272, -0.7768613004054835, -0.7095071359596331, 0.1829821585881039]"
"[-1.2860373627971529, -0.9367625941170924, 0.9502378736667636, 0.2490741305178708, -0.11643668641749631, -0.1004097175149338, -1.028546432467272, -0.7768613004054835, -0.7095071359596331, 0.1829821585881039]",0.3377834493225304,1,0.11681708158506181,"[0.5410610856204775, -0.17567961035877253, 0.3637614805785478, 0.44093311761089665, -0.021632846055613324, -0.10749451010624479, 0.2060813224945928, -0.48514568642377753, -0.10363990895291496, 1.0077222782044488]"
"[0.5410610856204775, -0.17567961035877253, 0.3637614805785478, 0.44093311761089665, -0.021632846055613324, -0.10749451010624479, 0.2060813224945928, -0.48514568642377753, -0.10363990895291496, 1.0077222782044488]",-0.5675482400097462,2,0.0479313785837819,"[0.919223060976111, -0.14461080772513613, 0.6750112536000017, -0.8845510757392953, 0.01797911955898606, -1.3589071684625842, 0.7368203235247145, 0.7858132506726679, -0.14916787824140534, -0.8460968332547104]"
"[0.919223060976111, -0.14461080772513613, 0.6750112536000017, -0.8845510757392953, 0.01797911955898606, -1.3589071684625842, 0.7368203235247145, 0.7858132506726679, -0.14916787824140534, -0.8460968332547104]",1.3022113845322094,1,0.08547388241299259,"[-0.6347994062059573, -0.7400754647890363, 1.0497129962306793, -0.021348685194085355, 0.3963214516086466, -1.0044772020075268, -0.0796792498376123, -0.5724379702082425, 1.8113024243865772, 0.9933351375855002]"
"[-0.6347994062059573, -0.7400754647890363, 1.0497129962306793, -0.021348685194085355, 0.3963214516086466, -1.0044772020075268, -0.0796792498376123, -0.5724379702082425, 1.8113024243865772, 0.9933351375855002]",-0.5623319095815037,2,0.14122482368354053,"[1.1964435615819295, 0.5677083267746218, -0.385993658857609, 0.900349346304453, -0.2444903007163116, 0.9571281939166075, 0.9517384838129362, 0.9262622058396555, -0.31684767143249504, -0.8353551919501626]"
"[1.1964435615819295, 0.5677083267746218, -0.385993658857609, 0.900349346304453, -0.2444903007163116, 0.9571281939166075, 0.9517384838129362, 0.9262622058396555, -0.31684767143249504, -0.8353551919501626]",1.3682008148074822,1,0.05920870530158822,"[-0.2888629762950445, -0.4319734115135031, 0.10427886921231497, -0.7186087258666853, -0.5501016041118953, -0.19592663492867637, 0.23844393173757533, -0.49614015226454145, -1.6760242994883294, 1.111986530456021]"
"[-0.2888629762950445, -0.4319734115135031, 0.10427886921231497, -0.7186087258666853, -0.5501016041118953, -0.19592663492867637, 0.23844393173757533, -0.49614015226454145, -1.6760242994883294, 1.111986530456021]",-0.19072074576189904,2,0.09670472223762322,"[0.13791774161634732, -0.3887179444106629, 0.556837053846044, 0.07026294945128542, -0.15913516434409516, -0.193666965608151, 0.28149225838162173, -0.32360695690843805, 0.2105624091845823, 0.4691378059002881]"
"[0.13791774161634732, -0.3887179444106629, 0.556837053846044, 0.07026294945128542, -0.15913516434409516, -0.193666965608151, 0.28149225838162173, -0.32360695690843805, 0.2105624091845823, 0.4691378059002881]",0.10389029180599772,1,-0.020590413488988074,"[1.4687004156177164, 0.1288140876413259, 0.4875243664735903, 1.6457731027319304, 3.842763332812917, -1.5338286449647247, 1.8013192983256745, 0.11625962822872826, -0.05362814978675348, 0.7525276118947255]"
"[1.4687004156177164, 0.1288140876413259, 0.4875243664735903, 1.6457731027319304, 3.842763332812917, -1.5338286449647247, 1.8013192983256745, 0.11625962822872826, -0.05362814978675348, 0.7525276118947255]",-0.6140695326306028,2,0.07395136274318198,"[3.49958804516708, 4.975021466118846, -1.3499321509127362, 3.5146413970337815, 0.2679574874044347, 1.6947602638387118, -1.0914462589480685, -0.41122252380678315, 0.8458767602022174, -1.0965397032511948]"
"[3.49958804516708, 4.975021466118846, -1.3499321509127362, 3.5146413970337815, 0.2679574874044347, 1.6947602638387118, -1.0914462589480685, -0.41122252380678315, 0.8458767602022174, -1.0965397032511948]",1.686618068583035,1,0.09137421180261235,"[-1.319683468609752, -0.8720516277190898, 0.024273307709636295, 0.05088085786930486, 0.28053125239523924, -0.8492410207826898, -1.4154418485382023, -0.987559133482349, 1.3936095508676414, 0.863482475636313]"
"[-1.319683468609752, -0.8720516277190898, 0.024273307709636295, 0.05088085786930486, 0.28053125239523924, -0.8492410207826898, -1.4154418485382023, -0.987559133482349, 1.3936095508676414, 0.863482475636313]",-0.09198042460146352,2,-0.05323893542784989,"[0.2963607467910766, 2.6490551293671256, -1.662206622735168, -0.8052878646920794, -0.5962583192594649, -0.18421115064328777, -1.3404888495137566, -0.9429852710456016, -0.7154101085678007, 0.57630817083135]"
