state,action_continuous,action_discrete,reward,next_state,raw_delay_p1,raw_delay_p2,raw_delay_p4
"[0.10369317060567229, -0.2875129724732214, -0.3751544413311829, 0.17832412845276122, -0.010600064616123927, -0.49521992929557435, 0.7730064274851438, 0.7567607574646771, -0.702833394451688, -0.5137755132720133, -1.929550466058056, -0.29363331307153356]",-0.5532465835671232,2,-13.947820811981787,"[0.40585605520229656, 0.4170954624744563, -0.4791377455958336, -0.7289105569773543, 0.35271554955013834, -0.36239475854855885, 0.4489803453192034, 0.7212687957403957, -0.04399844749496003, 1.0568165393222053, 2.1877962864262783, -1.3807674746115974]",5.940882,77.74799,7.5584235
"[0.40585605520229656, 0.4170954624744563, -0.4791377455958336, -0.7289105569773543, 0.35271554955013834, -0.36239475854855885, 0.4489803453192034, 0.7212687957403957, -0.04399844749496003, 1.0568165393222053, 2.1877962864262783, -1.3807674746115974]",3.3590580582131855,1,-13.46679843204798,"[0.199108540139567, -0.3777381531062485, -1.2561770747985272, 0.5992678175720155, 0.35440135381619237, 0.4107805610101046, -0.7031009845983841, -0.7669206600647149, -0.49069011215279645, -0.7709430001789521, -0.04571703194647908, 1.5680629239358306]",5.7299776,61.969444,6.8890853
"[0.199108540139567, -0.3777381531062485, -1.2561770747985272, 0.5992678175720155, 0.35440135381619237, 0.4107805610101046, -0.7031009845983841, -0.7669206600647149, -0.49069011215279645, -0.7709430001789521, -0.04571703194647908, 1.5680629239358306]",-0.6703776405704237,2,-19.52425069822158,"[0.39546310532021145, 1.3042696216572327, -0.0027183078828242548, -1.290508119696978, -1.2933284566555328, -0.9294860980470571, -1.4605557610717161, 0.7220691466267215, 0.3097924932842489, 0.6711568988523994, -0.5319774871751042, -0.9972742745893933]",6.070192,51.59558,6.743363
"[0.39546310532021145, 1.3042696216572327, -0.0027183078828242548, -1.290508119696978, -1.2933284566555328, -0.9294860980470571, -1.4605557610717161, 0.7220691466267215, 0.3097924932842489, 0.6711568988523994, -0.5319774871751042, -0.9972742745893933]",-0.438169875071819,2,-13.70329205784708,"[0.015336423169736067, -0.31219277150868613, 1.0895315574405224, 0.1408329010302514, -0.02787070304617061, -0.16461771530055005, -1.0830880394167328, -0.2855054655823493, -1.3263345217755567, -0.2729981129049556, -0.47142480083430155, -1.5499674697558476]",6.366651,56.76526,6.7615094
"[0.015336423169736067, -0.31219277150868613, 1.0895315574405224, 0.1408329010302514, -0.02787070304617061, -0.16461771530055005, -1.0830880394167328, -0.2855054655823493, -1.3263345217755567, -0.2729981129049556, -0.47142480083430155, -1.5499674697558476]",3.8809826867323047,1,-18.539779279543954,"[-0.2852257356696226, -0.0021077937717135222, -0.21728463908457796, -0.7905217225244976, 0.27257303522343046, 2.540571013242807, 0.2916074509592743, -1.6582090976636046, -0.25372330164132373, -0.659266781652319, 0.8066491880768031, 1.2003848416660994]",6.0119543,75.59266,7.144522
"[-0.2852257356696226, -0.0021077937717135222, -0.21728463908457796, -0.7905217225244976, 0.27257303522343046, 2.540571013242807, 0.2916074509592743, -1.6582090976636046, -0.25372330164132373, -0.659266781652319, 0.8066491880768031, 1.2003848416660994]",-0.6499636320908395,2,-13.935288353614856,"[-1.4351239114204162, -0.5933029790975173, -1.5208158957700295, -1.373753577660514, -0.39987054099527247, -0.3767348787033735, 0.05328754384038298, -0.23649822305759985, -0.02125507115200613, 0.4667418348446326, -0.736562705155245, -1.0478565949861904]",5.6581492,72.328705,6.682053
"[-1.4351239114204162, -0.5933029790975173, -1.5208158957700295, -1.373753577660514, -0.39987054099527247, -0.3767348787033735, 0.05328754384038298, -0.23649822305759985, -0.02125507115200613, 0.4667418348446326, -0.736562705155245, -1.0478565949861904]",0.2960492954535021,1,-17.073551175019215,"[0.46207553017673925, -0.2889767097690464, 0.7020368707030061, 0.6193695980593749, 0.07587760747138869, 0.9899162255994549, -0.24154212181243345, -1.309470125891884, -1.1262632889582493, -0.6281421001714427, -1.2773951243925012, -0.6894045258397089]",6.261477,68.29081,6.5199766
"[0.46207553017673925, -0.2889767097690464, 0.7020368707030061, 0.6193695980593749, 0.07587760747138869, 0.9899162255994549, -0.24154212181243345, -1.309470125891884, -1.1262632889582493, -0.6281421001714427, -1.2773951243925012, -0.6894045258397089]",-0.5731518289049432,2,-19.107133034303203,"[0.24802193040430723, -0.537559539327256, -0.6751398928922114, 1.4501800956923703, -0.6162781389637781, 0.9150098970162126, 0.23645899683926633, -1.6211994167865762, 0.22267326616656477, 2.154195560140785, 0.2925833626660973, -1.588815666439252]",5.887683,74.837364,6.990467
"[0.24802193040430723, -0.537559539327256, -0.6751398928922114, 1.4501800956923703, -0.6162781389637781, 0.9150098970162126, 0.23645899683926633, -1.6211994167865762, 0.22267326616656477, 2.154195560140785, 0.2925833626660973, -1.588815666439252]",4.435400550922714,1,-14.675051041909134,"[-1.3836871375840893, -0.8381930466867467, 2.312871007185831, -0.46029900617136343, -1.523065057044249, -0.8557526593850221, -0.20804909736984484, -0.8793681587343029, -0.7753925348755024, -0.8314386865781944, -0.5247507671199815, 1.3821309699084634]",6.6986904,68.74952,6.7455287
"[-1.3836871375840893, -0.8381930466867467, 2.312871007185831, -0.46029900617136343, -1.523065057044249, -0.8557526593850221, -0.20804909736984484, -0.8793681587343029, -0.7753925348755024, -0.8314386865781944, -0.5247507671199815, 1.3821309699084634]",-0.47171100460200766,2,-13.656535109195428,"[0.21144544498332285, -0.40944958962655886, 2.1912674418364806, 0.741985748353109, -0.0031445152464716296, -0.3363767348470159, -0.37021868407947445, 0.16926820391025307, 0.07692634764649887, -0.08330521653243446, -1.2583033960259757, -0.3352615507741666]",6.6656847,66.528496,6.525698
"[0.21144544498332285, -0.40944958962655886, 2.1912674418364806, 0.741985748353109, -0.0031445152464716296, -0.3363767348470159, -0.37021868407947445, 0.16926820391025307, 0.07692634764649887, -0.08330521653243446, -1.2583033960259757, -0.3352615507741666]",-0.42645798595661,2,-13.826674715458218,"[0.22975911768590895, -0.5068979940768205, 0.7944469885339354, 1.2387178984992355, -0.17315339924388, -0.030309379080245464, -0.5287862610622582, -0.6598961155943567, -0.738226585142463, -0.04228022961413068, 0.6309972118115621, -1.1555023637185284]",6.286559,64.356804,7.0918827
"[0.22975911768590895, -0.5068979940768205, 0.7944469885339354, 1.2387178984992355, -0.17315339924388, -0.030309379080245464, -0.5287862610622582, -0.6598961155943567, -0.738226585142463, -0.04228022961413068, 0.6309972118115621, -1.1555023637185284]",1.9093235765649907,1,-18.462981679284688,"[-1.6051157996541308, -0.7966071484793498, -0.10307181994242402, -1.3584272158645514, 0.39096603550685066, 1.0546028328559827, 0.6541726714943082, -1.1899379021909304, 0.44113460911439034, -0.39793335324280743, 0.8176162371293807, 0.9507475267922734]",6.042954,80.55824,7.1478086
"[-1.6051157996541308, -0.7966071484793498, -0.10307181994242402, -1.3584272158645514, 0.39096603550685066, 1.0546028328559827, 0.6541726714943082, -1.1899379021909304, 0.44113460911439034, -0.39793335324280743, 0.8176162371293807, 0.9507475267922734]",-0.39040127805573094,2,-18.298610885549444,"[0.18769815066813897, -0.5922311224259256, 0.22152894292712114, 1.7100276765772475, 0.5878868325110351, 1.4915339902609082, -0.36251304687617875, -1.2918485117426677, -1.1144624346351817, -0.7270972404613681, -0.5805176743117577, -0.3022021183935191]",6.1310573,66.63403,6.7288165
"[0.18769815066813897, -0.5922311224259256, 0.22152894292712114, 1.7100276765772475, 0.5878868325110351, 1.4915339902609082, -0.36251304687617875, -1.2918485117426677, -1.1144624346351817, -0.7270972404613681, -0.5805176743117577, -0.3022021183935191]",-0.554235606471233,2,-17.336358263368965,"[-1.0125572117695076, -0.3780852978320683, 1.6310367210746777, -1.0504125556132926, -0.06219700993754598, -0.37638334586919486, -0.18255786174516642, 0.21725559695365618, 0.08605235494022714, 1.2246612085923494, 0.5448495165411681, -1.3865305811934705]",6.5136266,69.09864,7.066066
"[-1.0125572117695076, -0.3780852978320683, 1.6310367210746777, -1.0504125556132926, -0.06219700993754598, -0.37638334586919486, -0.18255786174516642, 0.21725559695365618, 0.08605235494022714, 1.2246612085923494, 0.5448495165411681, -1.3865305811934705]",2.4312308053542147,1,-18.504950960091477,"[0.46823894458131554, 0.0839869087180548, 0.2549630429303256, -0.2573059584165861, 0.3272418525410313, 2.756283610600612, 0.034079672908880976, -1.677520626672194, -0.20299286315881207, -0.563856033360279, 0.8392406710977137, 0.7337727697058976]",6.140132,72.06564,7.154289
"[0.46823894458131554, 0.0839869087180548, 0.2549630429303256, -0.2573059584165861, 0.3272418525410313, 2.756283610600612, 0.034079672908880976, -1.677520626672194, -0.20299286315881207, -0.563856033360279, 0.8392406710977137, 0.7337727697058976]",-0.5578763565964036,2,-14.628487900163147,"[0.03302490191574885, -0.6312552587479647, 1.1263073358135791, 1.7013878829980233, -1.3968540086391243, -0.3956846209204185, -0.7243224090496556, -1.5620819490687925, 0.19344528307430922, 0.49550930005364485, 0.9167291159903792, -0.9356244967438608]",6.3766327,61.678802,7.1775107
"[0.03302490191574885, -0.6312552587479647, 1.1263073358135791, 1.7013878829980233, -1.3968540086391243, -0.3956846209204185, -0.7243224090496556, -1.5620819490687925, 0.19344528307430922, 0.49550930005364485, 0.9167291159903792, -0.9356244967438608]",-0.16180900438904203,2,-18.752597026993914,"[1.1937916452365873, 2.6271672135479416, -0.3462896351695376, -1.4130087489170087, -0.103598428282269, 2.0604092300425876, -1.6031699952093248, -1.6877344846279432, 1.2692443712292092, 1.8116300193032473, -0.45616983781818593, -1.1497005887441514]",5.9769397,49.64238,6.766081
"[1.1937916452365873, 2.6271672135479416, -0.3462896351695376, -1.4130087489170087, -0.103598428282269, 2.0604092300425876, -1.6031699952093248, -1.6877344846279432, 1.2692443712292092, 1.8116300193032473, -0.45616983781818593, -1.1497005887441514]",-0.013500413762401482,0,-13.370615500604265,"[0.07063741960897521, -0.4107107017570063, 0.8894121823841568, 0.5467027086008028, 0.5211572228120959, 0.33189354332747817, -0.8354736007933629, -0.5699498910678001, 0.18034502502297287, 0.8297096999183865, 0.4275422011928622, -1.1646717522131136]",6.3123345,60.15651,7.0309114
"[0.07063741960897521, -0.4107107017570063, 0.8894121823841568, 0.5467027086008028, 0.5211572228120959, 0.33189354332747817, -0.8354736007933629, -0.5699498910678001, 0.18034502502297287, 0.8297096999183865, 0.4275422011928622, -1.1646717522131136]",-0.5094746699352242,2,-14.252088360987102,"[0.09017605023261431, 0.36281613916715133, -0.0076538231466104275, -0.890577633841954, -0.8959822666990408, -0.35589993074744714, -1.5741530512476598, -0.9410061973577982, -1.263428473227638, 0.13165256656249869, -0.8995254592966372, -1.7220217162753368]",6.0688524,50.039787,6.6332164
"[0.09017605023261431, 0.36281613916715133, -0.0076538231466104275, -0.890577633841954, -0.8959822666990408, -0.35589993074744714, -1.5741530512476598, -0.9410061973577982, -1.263428473227638, 0.13165256656249869, -0.8995254592966372, -1.7220217162753368]",3.728007798243697,1,-19.494114093991065,"[-0.7617796454667698, -0.8227033547195638, 0.19768181236845264, 1.5084695131293595, -1.2193896948044658, -0.9095288287272607, 0.9433422343332221, 0.7931558363209047, 4.401309299020895, 1.4073957091316651, 0.06532992901506358, 0.27850166525997216]",6.1245847,84.518616,6.9223638
"[-0.7617796454667698, -0.8227033547195638, 0.19768181236845264, 1.5084695131293595, -1.2193896948044658, -0.9095288287272607, 0.9433422343332221, 0.7931558363209047, 4.401309299020895, 1.4073957091316651, 0.06532992901506358, 0.27850166525997216]",0.23285644556502982,1,-13.431271299800486,"[0.7542179183132199, -0.1743976707795586, 1.4721286774117255, 0.5890379896461624, 0.4364067783490918, 0.007330293356965771, 0.09053978077763303, -0.16604053101035596, 0.36783467189582475, -0.4021771527066567, 0.6762051725793501, 0.8692918447820396]",6.4704957,72.8389,7.1054306
"[0.7542179183132199, -0.1743976707795586, 1.4721286774117255, 0.5890379896461624, 0.4364067783490918, 0.007330293356965771, 0.09053978077763303, -0.16604053101035596, 0.36783467189582475, -0.4021771527066567, 0.6762051725793501, 0.8692918447820396]",-0.3186964274544664,2,-14.563835858320074,"[-1.6440962207084981, -1.0568945944126331, 1.6241588322314116, 1.1706875047829874, -1.3501469337551262, -0.9225031609164261, -0.40791084051328413, 0.3589771129666433, 0.23604650251234652, -0.11147686264448214, -0.47345830649140375, -0.12756939249395635]",6.5117598,66.012276,6.7609
"[-1.6440962207084981, -1.0568945944126331, 1.6241588322314116, 1.1706875047829874, -1.3501469337551262, -0.9225031609164261, -0.40791084051328413, 0.3589771129666433, 0.23604650251234652, -0.11147686264448214, -0.47345830649140375, -0.12756939249395635]",-0.42085958066424495,2,-13.53706673843053,"[0.20198692735789664, -0.07799337968324495, 0.9755965360371636, -0.2097099245049142, 0.20732793972892646, -0.28928822868916115, -0.43639360173024794, 0.28896991920716647, -1.3828096046180303, -0.6974571780340266, -0.8358664545833353, -1.024451578626625]",6.3357267,65.622185,6.6522937
"[0.20198692735789664, -0.07799337968324495, 0.9755965360371636, -0.2097099245049142, 0.20732793972892646, -0.28928822868916115, -0.43639360173024794, 0.28896991920716647, -1.3828096046180303, -0.6974571780340266, -0.8358664545833353, -1.024451578626625]",0.42466161002320163,1,-19.72592365734367,"[3.6707865904327726, 1.6286438117485569, -0.8013890175100793, -0.18343196146572222, -1.5582440180496755, -1.0411065613944035, 0.5139613835196472, 1.331338499333344, 3.553090405890137, 2.0487815207280997, 0.5575597611225781, -0.5003384262835051]",5.8534164,78.63795,7.069875
"[3.6707865904327726, 1.6286438117485569, -0.8013890175100793, -0.18343196146572222, -1.5582440180496755, -1.0411065613944035, 0.5139613835196472, 1.331338499333344, 3.553090405890137, 2.0487815207280997, 0.5575597611225781, -0.5003384262835051]",0.6233734642122005,1,-19.299548464354757,"[0.2228471978536628, 1.407378493733328, 1.1016765503604602, -1.399802065105253, -0.9517103312652269, -0.5269177465674689, 1.1220605337759835, -0.6649411721784796, -0.13604791369190322, -0.5109598412197379, -0.6129516557458364, 0.5957411594521446]",6.3699474,86.966286,6.7190967
"[0.2228471978536628, 1.407378493733328, 1.1016765503604602, -1.399802065105253, -0.9517103312652269, -0.5269177465674689, 1.1220605337759835, -0.6649411721784796, -0.13604791369190322, -0.5109598412197379, -0.6129516557458364, 0.5957411594521446]",0.2260074259408089,1,-18.172990028863815,"[1.0647061265007827, -0.3607692292993804, 3.472794464898877, 1.6895303009679343, 0.8034142574440424, 3.0955763234859535, 0.5052367394293836, -1.6090773944775876, -0.43906194691798023, -0.7194604805740754, -0.18873414551647005, 1.2408528759535025]",7.0135174,78.51846,6.846226
"[1.0647061265007827, -0.3607692292993804, 3.472794464898877, 1.6895303009679343, 0.8034142574440424, 3.0955763234859535, 0.5052367394293836, -1.6090773944775876, -0.43906194691798023, -0.7194604805740754, -0.18873414551647005, 1.2408528759535025]",-0.8048604130276573,2,-18.704403063368726,"[-1.097438780003747, -0.34673104581563763, 0.7753143140304681, -1.2096558384331093, 0.008826136318437922, 2.0291789126343245, 0.7067982876981155, -1.6454995200479101, -0.07033585691553287, 1.6500005585244708, 0.4491406073565928, -1.5757517517107145]",6.281366,81.278984,7.037384
"[-1.097438780003747, -0.34673104581563763, 0.7753143140304681, -1.2096558384331093, 0.008826136318437922, 2.0291789126343245, 0.7067982876981155, -1.6454995200479101, -0.07033585691553287, 1.6500005585244708, 0.4491406073565928, -1.5757517517107145]",2.3479928472611937,1,-13.7000832756779,"[-0.6179874332488267, -0.4887013537273698, -0.11484101220775858, -0.21315880383046099, 0.039432119188676264, -0.4201517025183221, -0.37607424987964844, 0.5132826945724256, -0.2579331631120386, -0.40460035369836966, 1.3160934097213588, 0.027668897792325495]",6.0397596,66.4483,7.297192
"[-0.6179874332488267, -0.4887013537273698, -0.11484101220775858, -0.21315880383046099, 0.039432119188676264, -0.4201517025183221, -0.37607424987964844, 0.5132826945724256, -0.2579331631120386, -0.40460035369836966, 1.3160934097213588, 0.027668897792325495]",-0.5551247731316642,2,-13.564399183970187,"[0.009706438835167997, 0.6265207840446467, -0.5457889391458101, -1.1428244771674345, 0.1892089027746069, -0.5742231365339102, -0.44828019001943104, 1.5412190937443682, -0.2935400120205575, 0.5013511033523833, -0.3833153432143633, -1.2415187388551734]",5.9227915,65.45939,6.787914
"[0.009706438835167997, 0.6265207840446467, -0.5457889391458101, -1.1428244771674345, 0.1892089027746069, -0.5742231365339102, -0.44828019001943104, 1.5412190937443682, -0.2935400120205575, 0.5013511033523833, -0.3833153432143633, -1.2415187388551734]",1.6141688974966573,1,-13.657369094775794,"[-0.01912013654239915, -0.443512299264079, -0.9733487652802029, 0.5461840245966626, 0.002183632950704559, -0.19504895094522096, -0.17621674164588627, -0.18902308390128633, -0.29351685299274594, -0.5241328570762968, -1.1379605045433296, 0.4002894655806973]",5.806743,69.185486,6.5617623
"[-0.01912013654239915, -0.443512299264079, -0.9733487652802029, 0.5461840245966626, 0.002183632950704559, -0.19504895094522096, -0.17621674164588627, -0.18902308390128633, -0.29351685299274594, -0.5241328570762968, -1.1379605045433296, 0.4002894655806973]",0.3720287222610891,1,-13.857878794902575,"[0.19936715836105054, 0.048990411179981076, -0.6193349694117095, -0.4321255215269487, -0.22417857952508463, -0.4026621474845298, -0.7712947128981803, 0.07982100233373517, 0.05057314190435203, -0.5995018237238141, 0.5546756801586209, 1.3894882194647322]",5.9028296,61.035484,7.0690107
"[0.19936715836105054, 0.048990411179981076, -0.6193349694117095, -0.4321255215269487, -0.22417857952508463, -0.4026621474845298, -0.7712947128981803, 0.07982100233373517, 0.05057314190435203, -0.5995018237238141, 0.5546756801586209, 1.3894882194647322]",-0.07565137835791655,2,-13.566247460362508,"[0.32187014763390054, -0.3784941387681787, -0.05259663398102675, 0.7694930364895277, 0.19581434363159878, -0.40269356133602935, 0.8818107491112741, 0.6656031155854399, 0.021658773341273824, -0.5624830476029724, -0.18649508694095573, 1.113502164708141]",6.056654,83.6759,6.846897
"[0.32187014763390054, -0.3784941387681787, -0.05259663398102675, 0.7694930364895277, 0.19581434363159878, -0.40269356133602935, 0.8818107491112741, 0.6656031155854399, 0.021658773341273824, -0.5624830476029724, -0.18649508694095573, 1.113502164708141]",0.1377555909385923,1,-13.91932312792849,"[0.09720384446279812, 0.048033602357346224, -0.3458593065768163, -0.5196610499780879, -0.3164714744372557, -0.711670268899519, 0.7061262513418785, 1.5478229900611775, -1.4234314971886852, -1.0217116558623869, 0.6187197629041357, 1.5780338317340319]",5.9770565,81.26978,7.0882034
"[0.09720384446279812, 0.048033602357346224, -0.3458593065768163, -0.5196610499780879, -0.3164714744372557, -0.711670268899519, 0.7061262513418785, 1.5478229900611775, -1.4234314971886852, -1.0217116558623869, 0.6187197629041357, 1.5780338317340319]",-0.36870696477988474,2,-13.770903337372067,"[-0.004555588381773643, -0.41578659957447883, -0.4786046244711177, 0.4587087572511524, -0.07159864823424042, 0.01420024516131053, -0.5656845909787911, -0.6313342102405031, 0.07354908502837545, -0.3063080969072179, 1.2289619969128713, 0.1634248517189511]",5.9410267,63.851456,7.2710805
"[-0.004555588381773643, -0.41578659957447883, -0.4786046244711177, 0.4587087572511524, -0.07159864823424042, 0.01420024516131053, -0.5656845909787911, -0.6313342102405031, 0.07354908502837545, -0.3063080969072179, 1.2289619969128713, 0.1634248517189511]",-0.36436787909405016,2,-13.388357833766111,"[0.5796172719354156, -0.47384201157626316, -0.3404798307357769, 1.6093473801359455, 0.535280016904746, -0.38187612550972566, 0.8419587887424912, 1.045576206850038, 0.4304808954013031, 0.4209254541395311, 2.2004334529409193, -0.7190983907389806]",5.9785166,83.1301,7.5622106
"[0.5796172719354156, -0.47384201157626316, -0.3404798307357769, 1.6093473801359455, 0.535280016904746, -0.38187612550972566, 0.8419587887424912, 1.045576206850038, 0.4304808954013031, 0.4209254541395311, 2.2004334529409193, -0.7190983907389806]",-0.29098986873122246,2,-18.799935746159825,"[0.1956030397199777, 1.5056112809311484, 0.8623994839584792, -1.4424532568278876, -0.1673650821737991, -0.0714603797460773, -0.7364774760091866, -0.5924561342795519, 0.07589235122851834, 0.7358080250818496, -0.2840769969875812, -1.1670898882075098]",6.3050027,61.51233,6.8176537
"[0.1956030397199777, 1.5056112809311484, 0.8623994839584792, -1.4424532568278876, -0.1673650821737991, -0.0714603797460773, -0.7364774760091866, -0.5924561342795519, 0.07589235122851834, 0.7358080250818496, -0.2840769969875812, -1.1670898882075098]",2.2014550746702493,1,-13.511638466145273,"[0.17010419472292815, -0.37240401377771104, 0.5637801783065398, 0.5400099792387915, 0.23259130816636675, -0.16723170675689256, -1.824400727501553, -0.004781772049057545, 0.17851128922098883, -0.537281988792855, -1.051493801821641, 1.235912326610155]",6.2239513,46.612473,6.5876746
"[0.17010419472292815, -0.37240401377771104, 0.5637801783065398, 0.5400099792387915, 0.23259130816636675, -0.16723170675689256, -1.824400727501553, -0.004781772049057545, 0.17851128922098883, -0.537281988792855, -1.051493801821641, 1.235912326610155]",-0.45105016544419096,2,-18.6313471607642,"[-0.10434500613262894, -0.09319157045957514, 0.7878067383399058, -0.48289407894632413, 0.020292840566614765, 2.3822043039584817, -1.9993823032803473, -1.7045307796957934, -1.247748563827241, -0.789889080712929, -1.446120701424966, -0.3403068328465645]",6.2847567,44.21598,6.469413
"[-0.10434500613262894, -0.09319157045957514, 0.7878067383399058, -0.48289407894632413, 0.020292840566614765, 2.3822043039584817, -1.9993823032803473, -1.7045307796957934, -1.247748563827241, -0.789889080712929, -1.446120701424966, -0.3403068328465645]",-0.3713808235059282,2,-13.38320215615885,"[0.2349103704240298, 0.1883379037173272, -1.4705993490826847, -0.5971102891321813, 0.45820815315394003, -0.38269933621331437, 0.380124364764836, 0.9445289768805539, 0.031962556421719204, 0.518664292286497, -0.5635812483802907, -1.0527396053608133]",5.671779,76.80496,6.733892
"[0.2349103704240298, 0.1883379037173272, -1.4705993490826847, -0.5971102891321813, 0.45820815315394003, -0.38269933621331437, 0.380124364764836, 0.9445289768805539, 0.031962556421719204, 0.518664292286497, -0.5635812483802907, -1.0527396053608133]",-0.3919252602279162,2,-18.613919883889643,"[0.09682887203220514, 0.6561285045706552, -0.016989521957381275, -1.1111855115420046, 0.08501090917514267, 0.12125892082339984, -0.47352609294561343, -0.6423890796565987, -0.00583886217437126, 1.5473056899865223, -0.8963717569721708, -1.525363086837566]",6.0663185,65.11363,6.6341615
"[0.09682887203220514, 0.6561285045706552, -0.016989521957381275, -1.1111855115420046, 0.08501090917514267, 0.12125892082339984, -0.47352609294561343, -0.6423890796565987, -0.00583886217437126, 1.5473056899865223, -0.8963717569721708, -1.525363086837566]",1.841096685248748,1,-14.739858164130862,"[-1.0739459467952104, -0.20078591476612187, -0.5559469782125382, -1.3480533166620894, -1.616986059908273, -0.9582896351260207, -0.9437504571177268, -0.6295786678315124, 0.0935961141573482, -0.15769997518377185, -0.3756838574286748, -0.175326313392507]",5.9200344,58.673584,6.790201
"[-1.0739459467952104, -0.20078591476612187, -0.5559469782125382, -1.3480533166620894, -1.616986059908273, -0.9582896351260207, -0.9437504571177268, -0.6295786678315124, 0.0935961141573482, -0.15769997518377185, -0.3756838574286748, -0.175326313392507]",0.4826586291266824,1,-14.757331313618147,"[-1.096361853495499, -0.7256411252725165, -0.03214865718644474, -0.23174294217846972, -1.6397062637069693, -0.7468522475623149, 0.5641647774199107, -1.5675430049295374, -0.5689486305099966, -0.7041658343182433, -0.2938497702366178, 0.8302038218776125]",6.062204,79.32552,6.814725
"[-1.096361853495499, -0.7256411252725165, -0.03214865718644474, -0.23174294217846972, -1.6397062637069693, -0.7468522475623149, 0.5641647774199107, -1.5675430049295374, -0.5689486305099966, -0.7041658343182433, -0.2938497702366178, 0.8302038218776125]",-0.539956534135176,2,-13.71676012104973,"[0.08014244307062475, -0.6216217467430015, -0.20763798365372219, 1.7216060499960286, 0.012223883244470182, -0.6463986789712424, 2.1877057508528126, 1.7285486233977332, -0.23055575519708355, 0.0748510355014838, 1.2502730961565522, -0.8376384857508743]",6.0145726,101.56103,7.277467
"[0.08014244307062475, -0.6216217467430015, -0.20763798365372219, 1.7216060499960286, 0.012223883244470182, -0.6463986789712424, 2.1877057508528126, 1.7285486233977332, -0.23055575519708355, 0.0748510355014838, 1.2502730961565522, -0.8376384857508743]",0.894266296569161,1,-13.839225350927197,"[0.17660971449284352, -0.27654432865115874, -0.34023150755812803, 0.23471079937502573, -0.20446202300574678, -0.22060331981488177, -0.45615128076284384, -0.3624753034270202, 0.39719158390558545, -0.26826371364870133, 0.2912405949003964, 0.4331167714850152]",5.978584,65.35159,6.9900646
"[0.17660971449284352, -0.27654432865115874, -0.34023150755812803, 0.23471079937502573, -0.20446202300574678, -0.22060331981488177, -0.45615128076284384, -0.3624753034270202, 0.39719158390558545, -0.26826371364870133, 0.2912405949003964, 0.4331167714850152]",0.3375253686763052,1,-13.702653466331014,"[0.09564661730542376, -0.5824771325136748, 2.0253636110856843, 1.4678654184843647, 0.013939612307305841, -0.6400824029129273, -1.071391437937516, 1.6816949958381548, 0.09646054146604914, -0.5789682478386011, 0.4927371800675785, 1.3416535326819263]",6.620655,56.925453,7.050449
"[0.09564661730542376, -0.5824771325136748, 2.0253636110856843, 1.4678654184843647, 0.013939612307305841, -0.6400824029129273, -1.071391437937516, 1.6816949958381548, 0.09646054146604914, -0.5789682478386011, 0.4927371800675785, 1.3416535326819263]",-0.3182641485887752,2,-13.60832816178782,"[0.05937877042056047, -0.5719388114137607, 0.707684933482483, 1.3314780528816472, 0.1566785722582541, -0.11534397058140228, -1.0317584516052773, -0.1954726342345939, 0.14429082951625583, -0.28795449005702395, 0.45604464937259076, 0.19580864453332852]",6.26301,57.468254,7.039453
"[0.05937877042056047, -0.5719388114137607, 0.707684933482483, 1.3314780528816472, 0.1566785722582541, -0.11534397058140228, -1.0317584516052773, -0.1954726342345939, 0.14429082951625583, -0.28795449005702395, 0.45604464937259076, 0.19580864453332852]",-0.11251782079971025,2,-12.354224102569919,"[-0.9840776811230877, -0.56302765022328, -0.5067627780293048, -0.6070552144230505, 2.095805403722806, 0.4207372129357764, 1.4203123715257666, 0.3716551269279725, 2.2333426853561313, 0.8077950676328888, 0.8505093757318489, -0.08036075640152336]",5.933384,91.05105,7.157666
"[-0.9840776811230877, -0.56302765022328, -0.5067627780293048, -0.6070552144230505, 2.095805403722806, 0.4207372129357764, 1.4203123715257666, 0.3716551269279725, 2.2333426853561313, 0.8077950676328888, 0.8505093757318489, -0.08036075640152336]",-0.6723313245634955,2,-19.391591392675014,"[3.970930549572166, 3.9729875906631733, 0.36873484895134256, -1.0762780990394847, -1.0250139145381243, -0.8721437414627708, 1.1308443205703487, 1.1118048394107238, -0.9212487050181917, 0.30375239069171045, 1.2358209908055182, -1.5448872499999924]",6.171012,87.086586,7.273136
"[3.970930549572166, 3.9729875906631733, 0.36873484895134256, -1.0762780990394847, -1.0250139145381243, -0.8721437414627708, 1.1308443205703487, 1.1118048394107238, -0.9212487050181917, 0.30375239069171045, 1.2358209908055182, -1.5448872499999924]",2.5308952799141515,1,-13.397934471176532,"[0.5453038159052049, 0.5990121518901842, 0.958401077064971, -0.8068000828857582, 0.4817581132270704, 0.27148091397381247, 1.0235184205153938, -0.5260480502399966, 0.43785535947439125, -0.19101842959214035, 0.5030481949682227, 0.26155044894795687]",6.3310595,85.616684,7.053539
